WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_PLAC1,TIPO_PLAC2,TIPO_PLAC3,TIPO_ACIDE,Mapinfo_1,Mapinfo_2
"POINT (-46.6053473368516 -23.6060582171873)",D021500294,43154,,120,,2015/02/25 00:00:00,0715,2,D,,95,1702,,,11000000000000000,0100,SU1,33,0216,43154,,MO,AU,,CO,120 43154,
"POINT (-46.704435565125 -23.6239797726916)",D021500295,06238,,14000,,2015/02/04 00:00:00,1400,4,D,,96,403,,,00000000000100000,0100,PB,72,0217,13014,,CM,,,AT,,14000 062383
"POINT (-46.6921869344405 -23.608591292545)",D021500296,07237,02048,,,2015/02/08 00:00:00,1330,2,D,,96,453,,,01000000000000000,0100,SO2,34,0217,02048,07237,MO,,,QM,02048&&07237,
"POINT (-46.7226890174111 -23.63639180358)",D021500297,13014,,647,,2015/02/05 00:00:00,0750,2,D,,96,496,,,11000000000000000,0100,PB,85,0217,13014,,AU,MO,,CO,647 13014,
"POINT (-46.6909953738456 -23.5963567028173)",D021500298,19100,07658,,,2015/02/12 00:00:00,1140,2,D,,96,505,,,11000000000000000,0100,PB,34,0217,07658,19100,AU,MO,,CO,07658&&19100,
"POINT (-46.6915512906424 -23.5958866823043)",D021500299,19100,,101,,2015/02/16 00:00:00,0640,2,D,,96,527,,,11000000000000000,0100,PB,34,0217,19100,,MO,AU,,SI,101 19100,
"POINT (-46.6845779614606 -23.6179972590615)",D021500300,31919,16535,,,2015/02/14 00:00:00,1702,2,D,,96,532,,,11000000000000000,0100,SO2,34,0217,16535,31919,MO,AU,,SI,16535&&31498,
"POINT (-46.6689111600138 -23.5953500211662)",D021500301,00261,,518,,2015/02/26 00:00:00,1236,2,D,,96,653,,,11000000000000000,0100,SO1,53,0217,00261,,AU,MO,,SI,518 00261,
"POINT (-46.7020881572066 -23.6188848041884)",D021500302,13014,,3500,,2015/02/02 00:00:00,1615,2,D,,96,923,,,11000000000000000,0100,PB,85,0217,13014,,AU,MO,,SI,3500 13014,
"POINT (-46.6761000872231 -23.626481641637)",D021500304,31919,33018,,,2015/02/06 00:00:00,1340,2,D,,96,973,,,11000000000000000,0100,SO2,15,0217,31919,33018,MO,AU,,QM,33018&&31498,
"POINT (-46.6699957423455 -23.6137814190323)",D021500305,19100,,3000,,2015/02/03 00:00:00,1010,2,D,,96,1019,,,01000000000100000,0100,PB,15,0217,19100,,MO,CM,,CO,3000 19100,
"POINT (-46.6910882214928 -23.5966437511045)",D021500306,43419,,1,,2015/02/03 00:00:00,1710,2,D,,96,1035,,,11000000000000000,0100,PB,34,0218,43419,,AU,MO,,CO,1 43419,
"POINT (-46.6586388078117 -23.5994989243935)",D021500307,08944,,1542,,2015/02/04 00:00:00,2335,2,D,,96,1060,,,11000000000000000,0100,SO1,53,0218,08944,,AU,MO,,CT,1542 08944,
"POINT (-46.6983550280975 -23.6211463761733)",D021500308,21514,41023,,,2015/02/05 00:00:00,1805,4,D,,96,1074,,,01000000000000000,0100,SO2,34,0218,21514,41023,MO,,,AT,41023&&21514,
"POINT (-46.6992808071323 -23.6239143260201)",D021500309,41023,,1171,,2015/02/04 00:00:00,1640,4,D,,96,1256,,,10000000000000000,0100,SO2,72,0218,41023,,AU,,,AT,1171 41023,
"POINT (-46.6873244224167 -23.6262262218571)",D021500310,21514,00999,,,2015/02/10 00:00:00,2050,2,D,,96,1260,,,00000001000000000,0100,SO2,72,0218,00999,21514,OU,,,QD,00999&&21514,
"POINT (-46.6836366526601 -23.60117494173)",D021500311,19100,,1074,,2015/02/13 00:00:00,2050,4,D,,96,1361,,,00000000000000010,0100,PB,34,0218,19100,,SI,,,AT,1074 19100,
"POINT (-46.6974440102888 -23.6188285843777)",D021500312,41023,14267,,,2015/02/13 00:00:00,2100,2,D,,96,1362,,,20000000000000000,0200,SO2,34,0218,14267,41023,AU,AU,,SI,14267&&41023,
"POINT (-46.6979270753877 -23.6134078967642)",D021500313,31919,,,NC,2015/02/16 00:00:00,1200,2,D,,96,1454,,,00001000000000000,0100,SO2,34,0218,31919,,BI,,,QM,100 31498,
"POINT (-46.6862188032625 -23.6080342531073)",D021500314,08341,08377,,,2015/02/21 00:00:00,0446,2,D,,96,1584,,,20000000000000000,0400,SO2,34,0218,08341,08377,AU,AU,,SI,08377&&08341,
"POINT (-46.682486945922 -23.6192055961285)",D021500315,31919,00999,,,2015/02/25 00:00:00,0300,2,D,,96,1670,,,10000000000000000,0100,SO2,34,0219,00999,31919,AU,,,CH,00999&&31498,
"POINT (-46.6818023103011 -23.6182392143702)",D021500316,00999,13878,,,2015/02/26 00:00:00,1347,2,D,,96,1716,B,,01000001000000000,0100,SO2,34,0219,00999,13878,OU,MO,,SI,13878&&00999,
"POINT (-46.6791703908446 -23.6060130626064)",D021500317,19100,,1730,,2015/02/26 00:00:00,2015,2,D,,96,1726,,,11000000000000000,0100,PB,34,0219,19100,,AU,MO,,CO,1730 19100,
"POINT (-46.6818302890523 -23.6034385007581)",D021500318,08341,03647,,,2015/02/27 00:00:00,2235,2,D,,96,1766,,,20000000000000000,0100,SO2,34,0219,03647,08341,AU,AU,,SI,03647&&08341,
"POINT (-46.7019401482517 -23.5689892860769)",D021500319,06238,,7000,,2015/02/17 00:00:00,1740,2,D,,96,2038,,,00000001000000000,0100,PB,63,0219,13014,,OU,,,QD,7000 06238,
"POINT (-46.6752199468297 -23.6040503380701)",D021500320,00999,,2274,,2015/02/25 00:00:00,1606,2,D,,96,900005,,,11000000000000000,0200,SO1,34,0219,00999,,AU,MO,,CO,2274 00999,
"POINT (-46.6318892460164 -23.6702782544413)",D021500321,24491,,11000,,2015/02/02 00:00:00,0840,2,D,,97,272,,,01000000000000010,0200,RV1,37,0220,24491,,SI,MO,,CL,,11000 244910
"POINT (-46.6318735782305 -23.6703508415669)",D021500322,24491,,11000,,2015/02/02 00:00:00,0800,2,D,,97,288,,,11000000000000000,0100,RV1,37,0220,24491,,MO,AU,,CT,,11000 244910
"POINT (-46.6318735782305 -23.6703508415669)",D021500323,24491,,12000,,2015/02/09 00:00:00,1200,2,D,,97,318,,,01000000000000000,0100,RV1,37,0220,24491,,MO,,,QM,,12000 244910
"POINT (-46.6318892460164 -23.6702782544413)",D021500324,24491,,11000,,2015/02/13 00:00:00,0650,2,D,,97,369,,,11000000000000000,0100,RV1,37,0220,24491,,MO,AU,,CT,,11000 244910
"POINT (-46.6321666274036 -23.6712586286264)",D021500325,02235,,5275,,2015/02/09 00:00:00,0620,2,D,,97,371,,,11000000000000000,0100,SU1,37,0220,02235,,MO,AU,,CO,5275 02235,
"POINT (-46.6358309493593 -23.6590293266378)",D021500326,06878,,100,,2015/02/17 00:00:00,1010,2,D,,97,429,,,00100000000000000,0100,SU2,37,0220,06878,,ON,,,QD,100 06878,
"POINT (-46.6360118736236 -23.6810371043952)",D021500327,02760,,114,,2015/02/25 00:00:00,1515,2,D,,97,460,,,11000000000000000,0100,SU2,22,0220,02760,,MO,AU,,CL,114 02760,
"POINT (-46.6318735782305 -23.6703508415669)",D021500328,24491,,12000,,2015/02/19 00:00:00,2200,2,D,,97,469,,,20000000000000000,0100,RV1,37,0220,24491,,AU,AU,,CT,,12000 244910
"POINT (-46.6326559194262 -23.670434615534)",D021500330,02235,,5054,,2015/02/26 00:00:00,1240,2,D,,97,473,,,11000000000000000,0100,SU2,37,0220,02235,,MO,AU,,CT,5054 02235,
"POINT (-46.6324830757827 -23.6702061675103)",D021500331,02235,,5500,,2015/02/03 00:00:00,1235,2,D,,97,605,,,01000000000100000,0100,SU2,37,0221,02235,,MO,CM,,CO,5500 02235,
"POINT (-46.6484572262604 -23.6525643085051)",D021500332,12877,,101,,2015/02/25 00:00:00,0710,2,D,,97,895,,,01000000000100000,0100,SU2,37,0221,12877,,MO,CM,,CO,101 12877,
"POINT (-46.6369504850521 -23.6390040731853)",D021500333,00352,12378,,,2015/02/02 00:00:00,2250,2,D,,97,924,,,20000000000000000,0200,SU2,37,0221,00352,03365,AU,AU,,SI,12378&&00352,
"POINT (-46.6465379805681 -23.6621592890995)",D021500334,17320,,227,,2015/02/08 00:00:00,2213,2,D,,97,1105,,,20000000000000000,0100,SU2,37,0221,17320,,AU,AU,,CO,227 17320,
"POINT (-46.6324830757827 -23.6702061675103)",D021500335,02235,,5554,,2015/02/15 00:00:00,1607,2,D,,97,1271,,,00000001000000000,0100,SU2,37,0221,02235,,OU,,,QD,5554 02235,
"POINT (-46.7040783504415 -23.5227419103128)",D021500336,17348,14698,,,2015/02/02 00:00:00,1440,2,D,,07,502,,,11000000000000000,0100,NO1,48,0301,14698,17348,MO,AU,,CL,14698&&17348,
"POINT (-46.6867942113323 -23.528911410029)",D021500337,07077,16903,,,2015/02/02 00:00:00,0700,2,D,,07,568,,,11000000000000000,0100,NO1,61,0301,07077,16903,AU,MO,,SI,16903&&07077,
"POINT (-46.7023266304983 -23.5208505768657)",D021500338,14698,,100,,2015/02/10 00:00:00,1100,2,D,,07,648,,,01000000000000000,0200,NO1,48,0301,14698,,MO,,,QM,100 14698,
"POINT (-46.7022038066438 -23.5341167979082)",D021500339,19887,,100,,2015/02/10 00:00:00,1155,2,D,,07,649,,,00000001000000100,0100,NO1,48,0301,19887,,OT,OU,,CF,100 19887,
"POINT (-46.695291647275 -23.5179330517717)",D021500340,02964,,155,,2015/02/12 00:00:00,1500,4,D,,07,776,,,10000000000000000,0100,NO2,48,0301,02964,,AU,,,AT,155 02964,
"POINT (-46.7086747001455 -23.5250019593284)",D021500342,11367,,353,,2015/02/09 00:00:00,1500,2,D,,07,799,,,02000000000000000,0100,NO1,48,0301,11367,,MO,MO,,CO,353 11367,
"POINT (-46.7053498816534 -23.512017182771)",D021500343,06544,,1200,,2015/02/20 00:00:00,0530,2,D,,07,819,,,10000000000100000,0200,NO1,48,0301,06544,,AU,CM,,CT,1200 06544,
"POINT (-46.7067913651699 -23.5387623671486)",D021500344,04781,,1000,,2015/02/25 00:00:00,0900,2,D,,07,820,,,01000000000100000,0100,OE1,48,0302,04781,,CM,MO,,CO,1000 04781,
"POINT (-46.6995063550945 -23.5300521208826)",D021500345,12934,,330,,2015/02/23 00:00:00,1257,2,D,,07,861,,,11000000000000000,0100,NO1,48,0302,12934,,MO,AU,,CO,330 12934,
"POINT (-46.6911515000984 -23.526156968354)",D021500346,05318,,569,,2015/02/12 00:00:00,2035,4,D,,07,1016,,,10000000000000000,0100,NO1,48,0302,05318,,AU,,,AT,569 05318,
"POINT (-46.6919409759472 -23.5678648659827)",D021500347,16263,,1438,,2015/02/19 00:00:00,1050,2,D,,14,666,,,01000000000100000,0100,OE1,63,0303,16263,,CM,MO,,SI,1438 16263,
"POINT (-46.7184916993224 -23.6348932604725)",D021500348,06238,,15880,,2015/02/04 00:00:00,0930,2,D,,14,1006,,,30010000000000000,0100,PB,72,0303,13014,,AU,CA,AU,CO,,15880 062383
"POINT (-46.6941550262254 -23.5663654093013)",D021500349,06897,02149,,,2015/02/07 00:00:00,0500,4,D,,14,1094,,,10000000000000000,0100,OE1,63,0303,02149,06897,AU,,,AT,02149&&06897,
"POINT (-46.6693045094802 -23.5588498314808)",D021500351,16919,,534,,2015/02/07 00:00:00,1400,2,D,,14,1119,,,01001000000000000,0100,OE1,44,0303,16919,,MO,BI,,CO,534 16919,
"POINT (-46.7004485089331 -23.5684772645361)",D021500352,06769,,303,,2015/02/06 00:00:00,1250,2,D,,14,1223,,,11000000000000000,0100,OE1,63,0303,06769,,AU,MO,,CT,303 06769,
"POINT (-46.6958847632315 -23.5532718617604)",D021500353,14435,11924,,,2015/02/11 00:00:00,1800,4,D,,14,1261,,,10000000000000000,0100,OE1,02,0303,05764,14435,AU,,,AT,11924&&14435,
"POINT (-46.6817479672907 -23.566401635607)",D021500354,16919,10518,,,2015/02/13 00:00:00,0130,2,D,,14,1303,,,11000000000000000,0100,OE1,63,0303,10518,16919,AU,MO,,CO,10518&&16919,
"POINT (-46.6652626661472 -23.5565426178399)",D021500355,16919,,100,,2015/02/14 00:00:00,1630,2,D,,14,1405,,,00100000000000000,0100,OE1,26,0303,16919,,ON,,,QD,100 16919,
"POINT (-46.6924235988256 -23.6837305818869)",D021500356,06238,,31777,,2015/02/21 00:00:00,0045,2,D,,14,1521,,,01000000000000000,0200,PB,16,0303,13014,,MO,,,QM,,31777 062383
"POINT (-46.7121140618595 -23.5473122389842)",D021500357,05885,15081,,,2015/02/21 00:00:00,1700,2,D,,14,1543,,,11000000000000000,0100,OE2,02,0304,05885,15081,AU,MO,,CO,15081&&05885,
"POINT (-46.6758184679469 -23.5630767535522)",D021500358,10387,16919,,,2015/02/04 00:00:00,1815,2,D,,14,1590,,,01000000000000000,0100,OE1,44,0304,10387,16919,MO,,,QM,16919&&10387,
"POINT (-46.6738042322264 -23.5614952400195)",D021500359,16919,,1278,,2015/02/24 00:00:00,0630,2,D,,14,1648,,,10001000000000000,0100,OE1,44,0304,16919,,AU,BI,,CO,1278 16919,
"POINT (-46.6665491362958 -23.5575604430024)",D021500360,16919,,315,,2015/02/25 00:00:00,0019,2,D,,14,1651,,,11000000000000000,0100,OE1,44,0304,16919,,MO,AU,,CT,315 16919,
"POINT (-46.6990665612525 -23.5652515723973)",D021500361,18524,01013,,,2015/02/20 00:00:00,2100,2,D,,14,1667,,,11000000000000000,0100,OE1,63,0304,01013,18524,AU,MO,,CO,01013&&18524,
"POINT (-46.6915536376324 -23.563575085034)",D021500362,02149,16017,,,2015/02/25 00:00:00,1700,4,D,,14,1671,,,01000000000000000,0100,OE1,63,0304,02149,16017,MO,,,AT,16017&&02149,
"POINT (-46.7470034991096 -23.5258294248579)",D021500363,06238,,629,,2015/02/25 00:00:00,2124,2,D,,14,1690,,,01000000000100000,0100,PB,90,0304,13014,,CM,MO,,CT,629 06238,
"POINT (-46.6917752189096 -23.6842807306641)",D021500364,06238,,6,,2015/02/25 00:00:00,1830,2,D,,14,1713,,,01000000000100000,0100,PB,16,0304,13014,,CM,MO,,CL,6 06238,
"POINT (-46.6917579787254 -23.5518244990282)",D021500365,17255,08004,,,2015/02/28 00:00:00,2010,2,D,,14,1794,,,11000000000000000,0100,OE1,63,0304,08004,17255,AU,MO,,SI,08004&&17255,
"POINT (-46.6747004417693 -23.5559679732809)",D021500366,18813,,399,,2015/02/14 00:00:00,0930,2,D,,14,1870,,,10100000000000000,0100,OE1,44,0304,18813,,ON,AU,,QD,399 18813,
"POINT (-46.6707029629172 -23.5850255472477)",D021500367,00999,12326,,,2015/02/02 00:00:00,0853,4,D,,15,422,B,,10000000000000000,0100,SO1,34,0305,00999,12326,AU,,,AT,12326&&00999,
"POINT (-46.6894192112127 -23.5728361940181)",D021500368,06897,,1709,,2015/02/03 00:00:00,1500,2,D,,15,450,,,00000001000100000,0200,OE1,63,0305,06897,,OU,CM,,CO,1709 06897,
"POINT (-46.7008198169224 -23.6212603340638)",D021500369,06238,,13500,,2015/02/04 00:00:00,0700,2,D,,15,459,,,01000000000000000,0100,PB,72,0305,13014,,MO,,,QM,,13500 062383
"POINT (-46.6765640428833 -23.5852004305957)",D021500371,19420,10556,,,2015/02/09 00:00:00,1150,2,D,,15,579,,,11000000000000000,0100,SO1,34,0305,10556,19420,AU,MO,,SI,10556&&19420,
"POINT (-46.6797029494681 -23.5853083820838)",D021500372,05105,,57,NC,2015/02/06 00:00:00,1332,4,D,,15,634,,,00000000000000100,0100,SO1,34,0305,05105,,OT,,,AT,57 05105,
"POINT (-46.6712358020724 -23.5853688306214)",D021500373,12326,,1,,2015/02/19 00:00:00,0940,2,D,,15,638,,,11000000000000000,0200,SO1,34,0305,12326,,AU,MO,,CL,1 12326,
"POINT (-46.6637499778338 -23.5843808325252)",D021500374,17003,,1302,,2015/02/23 00:00:00,0830,2,D,,15,720,,,01000000000000000,0100,SO1,53,0305,17003,,MO,,,QM,1302 17003,
"POINT (-46.6820042424232 -23.5788514139003)",D021500375,08527,,98,,2015/02/23 00:00:00,1215,2,D,,15,725,,,01000000000100000,0100,OE1,63,0305,08527,,CM,MO,,CO,98 08527,
"POINT (-46.6787465769774 -23.5734531241453)",D021500376,09188,,306,,2015/02/25 00:00:00,1200,2,D,,15,758,,,01000000000000000,0100,OE1,63,0306,09188,,MO,,,QM,306 09188,
"POINT (-46.6756802682259 -23.5870196969941)",D021500377,11789,,235,,2015/02/19 00:00:00,1800,2,D,,15,769,,,00000001000000000,0300,SO1,34,0306,11789,,OU,,,QD,235 11789,
"POINT (-46.6767585312254 -23.5894330119287)",D021500378,12326,,787,,2015/02/02 00:00:00,1325,2,D,,15,825,,,01000000000000010,0100,SO1,34,0306,12326,,SI,MO,,CT,787 12326,
"POINT (-46.6711515661926 -23.5781214111435)",D021500379,07671,,555,,2015/02/06 00:00:00,1900,4,D,,15,1101,,,00000000000000010,0100,SO1,34,0306,07671,,SI,,,AT,555 07671,
"POINT (-46.6762279388852 -23.5892535314555)",D021500380,12326,,627,NC,2015/02/07 00:00:00,1035,2,D,,15,1110,,,11000000000000000,0100,SO1,34,0306,12326,,AU,MO,,SI,627 12326,
"POINT (-46.6807851953265 -23.6165990838498)",D021500381,00999,,3744,,2015/02/06 00:00:00,1740,2,D,,15,1111,,,11000000000000000,0100,SO2,34,0306,00999,,AU,MO,,SI,3744 00999,
"POINT (-46.6824485604204 -23.579413423734)",D021500382,04933,,143,,2015/02/07 00:00:00,2021,2,D,,15,1131,,,11000000000000000,0100,OE1,63,0306,04933,,MO,AU,,SI,143 04933,
"POINT (-46.6815899852412 -23.5787414865667)",D021500383,04933,,1,,2015/02/14 00:00:00,1420,2,D,,15,1267,,,11000000000000000,0100,OE1,63,0306,04933,,AU,MO,,CT,1 04933,
"POINT (-46.7361698352231 -23.5424205673461)",D021500384,06238,,3000,,2015/02/15 00:00:00,0714,2,D,,15,1378,,,00000000000000020,0100,PB,90,0307,13014,,SI,SI,,SI,3000 06238,
"POINT (-46.6748616153404 -23.5874256723966)",D021500385,12326,,510,,2015/02/23 00:00:00,1900,2,D,,15,1600,,,11000000000000000,0100,SO1,34,0307,12326,,MO,AU,,QM,510 12326,
"POINT (-46.6911732405207 -23.5763626025331)",D021500386,07691,,2578,,2015/02/24 00:00:00,1856,4,D,,15,1637,,,00000000000100000,0100,OE1,63,0307,07691,,CM,,,AT,2578 07691,
"POINT (-46.6851173437412 -23.5916493726588)",D021500387,12326,,1631,NC,2015/02/23 00:00:00,1700,2,D,,15,1643,B,,11000000000000000,0100,SO1,34,0307,12326,,AU,MO,,CL,1631 12326,
"POINT (-46.6630785404261 -23.516658702848)",D021500388,04561,,7207,,2015/02/02 00:00:00,0805,2,D,,23,471,,,11000000000000000,0100,TT,06,0308,29772,,AU,MO,,CO,7207 04561,
"POINT (-46.6542844759002 -23.5196989807901)",D021500389,16514,05565,,,2015/02/05 00:00:00,0801,2,D,,23,513,,,01000000000000000,0100,NO2,70,0308,05565,16514,MO,,,QM,05565&&16514,
"POINT (-46.6791528489475 -23.536245199561)",D021500390,01942,,575,,2015/02/09 00:00:00,1000,2,D,,23,579,,,11000000000000000,0100,NO1,61,0308,01942,,AU,MO,,SI,575 01942,
"POINT (-46.674224259395 -23.5179880417575)",D021500391,06188,,206,,2015/02/13 00:00:00,0739,4,D,,23,648,,,10000000000000000,0100,NO2,06,0308,06188,,AU,,,AT,206 06188,
"POINT (-46.6619454933163 -23.5270438498876)",D021500392,44885,,1500,,2015/02/18 00:00:00,1330,2,D,,23,687,,,00110000000000000,0100,NO1,06,0308,44885,,CA,ON,,CO,1500 44885,
"POINT (-46.6711475700294 -23.5237277495855)",D021500393,04142,,20,,2015/02/23 00:00:00,0740,4,D,,23,749,,,10000000000000000,0100,NO2,06,0308,04142,,AU,,,AT,20 04142,
"POINT (-46.585365469087 -23.6222718322819)",D021500394,29281,,300,,2015/02/20 00:00:00,1913,2,D,,23,751,,,01000000000000000,0100,SU1,69,0308,29281,,MO,,,QM,300 29281,
"POINT (-46.6747312488744 -23.5160775743282)",D021500395,20071,,219,NC,2015/02/25 00:00:00,1230,2,D,,23,810,,,11000000000000000,0100,NO2,06,0308,20071,,AU,MO,,CO,219 20071,
"POINT (-46.6644411232822 -23.5316332527742)",D021500396,07491,,1,,2015/02/26 00:00:00,1117,2,D,,23,831,,,10000001000100000,0100,NO1,06,0809,07491,,OU,AU,CM,CO,1 07491,
"POINT (-46.6653253510351 -23.5293726459252)",D021500397,18582,,278,,2015/02/26 00:00:00,1530,2,D,,23,833,,,01000000000100000,0100,NO1,06,0809,18582,,CM,MO,,CO,278 18582,
"POINT (-46.6768706299066 -23.5505318088734)",D021500398,33683,41310,,,2015/02/07 00:00:00,2050,2,D,,23,895,,,11000000000000000,0100,NO1,61,0809,33683,41310,AU,MO,,CO,41310&&33683,
"POINT (-46.6759203988922 -23.5286310289265)",D021500399,01475,,575,,2015/02/07 00:00:00,2230,4,D,,23,897,,,10000000000000000,0100,NO1,06,0809,01475,,AU,,,AT,575 01475,
"POINT (-46.6636403768732 -23.5318042701542)",D021500400,07491,16116,,,2015/02/08 00:00:00,1505,2,D,,23,916,,,10001000000000000,0100,NO1,06,0809,07491,14947,AU,BI,,CO,16116&&07491,
"POINT (-46.6691006047483 -23.5329976530548)",D021500401,19259,,620,,2015/02/10 00:00:00,1540,4,D,,23,963,,,10000000000000000,0100,NO1,06,0809,19259,,AU,,,AT,620 19259,
"POINT (-46.6605031713023 -23.5266196537468)",D021500402,29337,,100,,2015/02/10 00:00:00,2300,2,D,,23,968,,,21000000000100000,0100,NO1,70,0809,29337,,AU,MO,CM,CT,100 29337,
"POINT (-46.6678808318392 -23.5208047590029)",D021500403,15038,,1,,2015/02/11 00:00:00,0156,2,D,,23,970,,,11000000000000000,0100,NO2,06,0310,15038,,AU,MO,,CO,1 15038,
"POINT (-46.6803367507076 -23.5258511402534)",D021500404,07491,,1899,,2015/02/17 00:00:00,2000,4,D,,23,1105,,,10000000000000000,0100,NO1,06,0310,07491,,AU,,,AT,1899 07491,
"POINT (-46.6616245069448 -23.5271799317603)",D021500405,44885,,1300,,2015/02/18 00:00:00,1750,2,D,,23,1130,,,11000000000000000,0100,NO1,06,0310,44885,,AU,MO,,SI,1300 44885,
"POINT (-46.6954001675698 -23.5426861758505)",D021500406,08615,,1914,,2015/02/20 00:00:00,1910,2,D,,23,1183,,,11000000000000000,0100,OE1,61,0310,08615,,AU,MO,,CO,1914 08615,
"POINT (-46.6612325080156 -23.5166971057117)",D021500407,04561,,7000,,2015/02/28 00:00:00,0605,2,D,,23,1361,,,10010000000000000,0100,TT,06,0310,29772,,CA,AU,,CL,7000 04561,
"POINT (-46.7378336729777 -23.488165565697)",D021500408,01232,,2446,,2015/02/10 00:00:00,1520,2,D,,33,597,,,11000000000000000,0100,NO1,73,0311,01232,,AU,MO,,CT,2446 01232,
"POINT (-46.7621699075144 -23.5086961593433)",D021500409,14350,,5664,,2015/02/02 00:00:00,0730,2,D,,33,694,,,00000002000000000,0500,NO1,39,0311,14350,,OU,OU,,CO,5664 14350,
"POINT (-46.7396575282238 -23.5171309440147)",D021500410,33234,,1,,2015/02/06 00:00:00,0822,2,D,,33,799,,,00000000000000010,0100,TT,39,0311,29772,,SI,,,SI,1 33234,
"POINT (-46.7373017426215 -23.4918463628359)",D021500411,01232,,1773,,2015/02/06 00:00:00,1840,2,D,,33,815,,,11000000000000000,0100,NO1,73,0311,01232,,AU,MO,,CO,1773 01232,
"POINT (-46.6866954078592 -23.5086936508783)",D021500412,15188,,3281,PXAV JOAQUIM MA,2015/02/11 00:00:00,0800,2,D,,33,913,,,11000000000000000,0200,TT,50,0311,29772,,AU,MO,,CO,3281 15188,
"POINT (-46.743207885374 -23.4563273781985)",D021500413,30655,,240,,2015/02/04 00:00:00,0800,2,D,,33,931,B,,10000000000100000,0100,NO2,41,0311,30655,,AU,CM,,CL,240 30655,
"POINT (-46.7517385325645 -23.4829617319165)",D021500414,75964,,30,,2015/02/19 00:00:00,0035,4,D,,33,1070,,,00000000000000010,0100,NO1,64,0312,75964,,SI,,,AT,30 75964,
"POINT (-46.7342437020723 -23.5076703619141)",D021500415,01232,,110,,2015/02/06 00:00:00,1305,2,D,,33,1095,,,01000000000000000,0100,NO1,73,0312,01232,,MO,,,QM,110 01232,
"POINT (-46.7287140176247 -23.5099614581729)",D021500416,13055,,674,,2015/02/08 00:00:00,0030,2,D,,33,1097,,,01000000000000000,0100,NO1,73,0312,13055,,MO,,,CH,674 13055,
"POINT (-46.739343998053 -23.5093811008212)",D021500417,01429,,13000,,2015/02/23 00:00:00,1000,2,D,,33,1169,,,01010000000000000,0100,RV1,39,0312,01429,,CA,MO,,CO,,13000 014290
"POINT (-46.7551624722701 -23.502797016458)",D021500418,01429,,15000,,2015/02/23 00:00:00,1100,2,D,,33,1170,,,00010000000001000,0100,RV1,39,0312,01429,,CA,AU,,CO,,15000 014290
"POINT (-46.7605401265984 -23.4942830164558)",D021500419,01429,,16000,,2015/02/23 00:00:00,1030,2,D,,33,1171,,,40020000000100000,0400,RV1,73,0312,01429,,CA,AU,AU,CO,,16000 014290
"POINT (-46.7415826036052 -23.4845748158532)",D021500420,14350,,1585,,2015/02/24 00:00:00,1430,2,D,,33,1201,,,01000000000100000,0100,NO1,64,0313,14350,,CM,MO,,CO,1585 14350,
"POINT (-46.7489645538476 -23.4823229519037)",D021500421,17050,14129,,,2015/02/09 00:00:00,0012,2,D,,33,1207,,,01000000000000000,0100,NO1,64,0313,14129,17050,MO,,,QM,14129&&17050,
"POINT (-46.6442635561973 -23.7180623923114)",D021500422,00853,,8,,2015/02/11 00:00:00,0945,2,D,,34,446,,,11000000000000000,0100,SU3,59,0314,00853,,MO,AU,,CO,8 00853,
"POINT (-46.7374643821152 -23.5947170157926)",D021500423,07500,,4293,,2015/02/06 00:00:00,0740,2,D,,34,510,,,01000001000000000,0100,OE3,96,0314,07500,,MO,OU,,CO,4293 07500,
"POINT (-46.7123524392185 -23.6041106787019)",D021500424,11687,,6,,2015/02/09 00:00:00,0959,2,D,,34,537,,,10000001000000000,0100,SO3,55,0314,11687,,AU,OU,,SI,6 11687,
"POINT (-46.7060849657118 -23.6173644116975)",D021500425,14267,14483,,,2015/02/03 00:00:00,1645,2,D,,34,556,,,01000000000100000,0200,SO3,85,0314,14267,14483,MO,CM,,CT,14483&&14267,
