WKT,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Cadlog
"POINT (-46.401597 -23.613997)",D051202361,34500,,1802,,2012/05/06,0940,4,D,,54,6181,,,00100000000000000,0100,VA,50,0815,34500,,EFW5714,ON,,,,,AT,,,,
"POINT (-46.408969 -23.584146)",D051202362,99999,,74,,2012/05/08,1515,2,D,,54,1224,,,11000000000000000,0200,VA,25,0816,99999,,HEL2713,AU,DZR6301,MO,,,SI,,,,
"POINT (-46.400515 -23.612345)",D051202364,34500,,1080,,2012/05/07,0645,2,D,,54,2031,,,10000000100000000,0200,VA,50,0816,34500,,DPC6715,MC,KGM4951,AU,,,CO,,,,
"POINT (-46.406121 -23.583235)",D051202365,45354,,152,,2012/05/22,1820,4,D,,54,2361,,,00100000000000000,0100,VA,25,0816,45354,,EZL5817,ON,,,,,AT,,,,
"POINT (-46.401597 -23.613997)",D051202366,34500,,3400,,2012/05/13,0315,2,D,,54,2389,,,11000000000000000,0100,VA,50,0816,34500,,CMJ5815,AU,EXA0608,MO,,,CO,,,,
"POINT (-46.401597 -23.613997)",D051202367,34500,,4044,,2012/05/24,1400,2,D,,54,2395,,,11000000000000000,0100,VA,50,0816,34500,,EXB6281,MO,CMR9106,AU,,,CO,,,,
"POINT (-46.454715 -23.596309)",D051202368,09044,,3100,,2012/05/25,0630,2,D,,54,2401,,,01000000000000010,0100,VA,32,0816,09044,,,SI,BVL7556,MO,,,CO,,,,
"POINT (-46.457497 -23.59756)",D051202369,09044,,2800,,2012/05/18,1600,2,D,,54,4900,,,01010000000000000,0100,VA,32,0816,09044,,EXC1542,MO,BWG7029,CA,,,CO,,,,
"POINT (-46.413193 -23.594576)",D051202370,45523,45526,,,2012/05/11,0610,2,D,,54,5107,,,00100000000000000,0100,VA,25,0816,45523,45526,EFW3507,ON,,,,,QD,,,,
"POINT (-46.405405 -23.589665)",D051202371,99997,,752,,2012/05/06,0100,2,D,,54,6177,,,11000000000000000,0100,VA,25,0816,99997,,EXC0431,MO,BRP0832,AU,,,CO,,,,
"POINT (-46.470404 -23.601676)",D051202372,09044,,1200,,2012/05/07,1840,2,D,,54,3291,,,02000000000000000,0100,VA,32,0816,09044,,EJN5460,MO,,MO,,,CT,,,,
"POINT (-46.400515 -23.612345)",D051202373,34500,,1080,,2012/05/12,0332,2,D,,54,6468,,,10000000000000000,0400,VA,50,0817,34500,,LBD9157,AU,,,,,CP,,,,
"POINT (-46.408763 -23.583875)",D051202374,99999,,,NC,2012/05/15,2240,2,D,,54,6654,,,11000000000000000,0100,VA,25,0817,99999,,EUB3986,AU,DRX3158,MO,,,CV,,,,
"POINT (-46.405903 -23.590289)",D051202375,99901,,200,,2012/05/20,0022,2,D,,54,6874,,,01000000000000010,0100,CS,25,0817,99901,,,MO,,SI,,,CO,,,,
"POINT EMPTY",D051202376,98812,,541,,2012/05/20,1218,4,D,,54,6895,,,01000000000000000,0100,VA,25,0817,98812,,FAF3320,MO,,,,,AT,,,,
"POINT (-46.407256 -23.583842)",D051202377,45354,,10,,2012/05/20,1745,4,D,,54,6933,,,10000000000000000,0100,VA,25,0817,45354,,CJT2075,AU,,,,,AT,,,,
"POINT (-46.39578 -23.591903)",D051202378,99997,,2793,,2012/05/28,2019,4,D,,54,7332,,,00000000000000010,0100,VA,25,0817,99997,,ELW7631,SI,,,,,AT,,,,
"POINT (-46.405949 -23.588566)",D051202379,99997,,640,,2012/05/28,2054,4,D,,54,7342,,,10000000000000000,0200,VA,25,0817,99997,,BIA5256,AU,,,,,AT,,,,
"POINT (-46.461577 -23.632167)",D051202380,65442,,57,,2012/05/02,1100,4,D,,55,1904,,,10000000000000000,0100,VP,55,0818,65442,,EUU3459,AU,,,,,AT,,,,
"POINT (-46.41309 -23.553921)",D051202381,17824,,16518,,2012/05/09,0800,2,D,,55,2029,,,01000000000000000,0100,MO,33,0819,17824,,EXH0632,MO,,,,,QM,,,,
"POINT (-46.752181 -23.632937)",D051202382,17824,,22250,,2012/05/10,1239,2,D,,55,2057,,,11000000000000000,0100,MO,33,0819,17824,,ERZ2445,AU,EJR9115,MO,,,CO,,,,
"POINT (-46.446194 -23.629989)",D051202383,75483,,1011,,2012/05/08,2141,2,D,,55,6328,,,01100000000000000,0100,VP,55,0819,75483,,,ON,,MO,,,CO,,,,
"POINT (-46.472241 -23.612965)",D051202384,17824,22033,,,2012/05/11,1150,2,D,,55,6438,,,11000000000000000,0100,VP,75,0819,17824,22033,DZM4464,MO,BLM2396,AU,,,CO,,,,
"POINT EMPTY",D051202385,09589,23033,,,2012/05/12,0746,2,D,,55,1271,,,10000000000000000,0100,VP,77,0819,09589,23033,FOX9963,AU,,,,,CH,,,,
"POINT (-46.527121 -23.546634)",D051202386,17824,,14000,,2012/05/15,1530,2,D,,55,2138,,,11000000000000000,0100,MO,33,0819,17824,,DUY5448,MO,CET8353,AU,,,CO,,,,
"POINT (-46.681831 -23.621905)",D051202387,17824,,16000,,2012/05/13,2346,2,D,,55,6546,,,01000000000000010,0200,MO,33,0819,17824,,,SI,DOW3718,MO,,,CO,,,,
"POINT (-46.477886 -23.622896)",D051202388,98939,,,PXAV BRA DE MUR,2012/05/16,0740,2,D,,55,2148,,,12000000000000000,0100,VP,77,0819,98939,,EHZ4593,MO,FEF0010,AU,CWY2237,MO,CO,,,,
"POINT (-46.46897 -23.631755)",D051202389,14330,,1065,,2012/05/21,1550,2,D,,55,2252,,,01000000000100000,0100,VP,51,0819,14330,,DLW2211,MO,CMJ4682,CM,,,CT,,,,
"POINT (-46.693421 -23.472457)",D051202390,17824,,14060,,2012/05/20,0329,4,D,,55,6878,,,10000000000000000,0100,MO,33,0819,17824,,DIZ0133,AU,,,,,AT,,,,
"POINT (-46.569671 -23.569905)",D051202391,17824,,1700,,2012/05/20,0150,2,D,,55,6900,,,11000000000000000,0200,MO,33,0820,17824,,DRY8596,MO,DRT0922,AU,,,CT,,,,
"POINT (-46.446605 -23.626155)",D051202392,75483,,500,,2012/05/22,2050,2,D,,55,2315,,,01000000000000000,0100,VP,55,0820,75483,,JPU5142,MO,,,,,QM,,,,
"POINT (-46.467213 -23.630298)",D051202393,67635,,105,,2012/05/24,1940,2,D,,55,2324,,,11000000000000000,0200,VP,55,0820,67635,,FAY0269,MO,,AU,,,CH,,,,
"POINT (-46.673111 -23.46427)",D051202394,17824,,22821,,2012/05/26,0724,2,D,,55,2345,,,20000000000000000,0100,MO,33,0820,17824,,DIU1948,AU,EBF0401,AU,,,CO,,,,
"POINT (-46.464085 -23.630129)",D051202396,63104,,1106,,2012/05/28,1546,4,D,,55,1426,B,,01000000000000000,0100,VP,55,0820,63104,,,MO,,,,,AT,,,,
"POINT (-46.472693 -23.618481)",D051202397,71748,,134,,2012/05/27,1800,4,D,,55,3439,,,00000000000000010,0100,VP,51,0820,71748,,,SI,,,,,AT,,,,
"POINT (-46.690349 -23.470007)",D051202399,17824,,14389,,2012/05/27,2000,2,D,,55,7273,,,20000000000000000,0400,MO,33,0820,17824,,GOA6490,AU,CFB9707,AU,,,CF,,,,
"POINT (-46.581176 -23.476421)",D051202400,17824,,23325,,2012/05/28,1600,2,D,,55,2384,,,10010000000000000,0200,MO,33,0820,17824,,HEA9242,AU,DPB5284,CA,,,CO,,,,
"POINT (-46.471552 -23.626825)",D051202401,62616,,95,,2012/05/28,1720,4,D,,55,2388,,,10000000000000000,0100,VP,55,0821,62616,,EKK8429,AU,,,,,AT,,,,
"POINT (-46.502143 -23.554668)",D051202402,02384,,,NC,2012/05/09,1730,4,D,,66,2104,,,00000000000000010,0100,VA,24,0822,02384,,,SI,,,,,AT,,,,
"POINT (-46.511606 -23.566518)",D051202403,17135,,1376,,2012/05/04,1415,2,D,,66,1138,,,11000000000000000,0100,VA,27,0823,17135,,DIF8454,AU,EJM7972,MO,,,CL,,,,
"POINT (-46.503626 -23.552871)",D051202404,65558,,16,,2012/05/26,1607,4,D,,66,1413,,,10000000000000000,0100,VA,38,0823,65558,,CBC3398,AU,,,,,AT,,,,
"POINT (-46.493767 -23.563276)",D051202405,63854,,420,,2012/05/26,1530,2,D,,66,1415,,,11000000000000000,0100,VA,24,0823,63854,,DMG5067,AU,,MO,,,CO,,,,
"POINT (-46.511826 -23.56065)",D051202406,02181,,4901,,2012/05/31,0800,2,D,,66,1444,,,00000000100000010,0100,VA,60,0823,02181,,,SI,,MC,,,CO,,,,
"POINT (-46.507441 -23.564936)",D051202407,02181,,5555,,2012/05/03,0852,2,D,,66,1969,,,00000002000000000,0200,VA,60,0823,02181,,ELQ8532,OU,EFV5483,OU,,,CT,,,,
"POINT (-46.508307 -23.551354)",D051202408,06904,,151,,2012/05/04,1100,2,D,,66,2002,,,11000000000000000,0100,VA,24,0823,06904,,COM2973,AU,DUW8952,MO,,,SI,,,,
"POINT (-46.517941 -23.555976)",D051202409,09580,,470,,2012/05/10,0845,2,D,,66,2112,,,11000000000000000,0100,VA,24,0823,09580,,HMJ8663,AU,DZS3817,MO,,,CO,,,,
"POINT (-46.517985 -23.555729)",D051202410,09580,,499,,2012/05/14,1730,4,D,,66,2208,,,01000000000000000,0100,VA,24,0823,09580,,DZN5960,MO,,,,,AT,,,,
"POINT (-46.495141 -23.552105)",D051202412,09580,,3430,,2012/05/16,1930,4,D,,66,2254,,,01000000000000000,0100,VA,24,0823,09580,,EXK0330,MO,,,,,AA,,,,
"POINT (-46.521473 -23.55854)",D051202413,09580,,10,,2012/05/17,0800,4,D,,66,2258,,,01000000000000000,0100,VA,24,0823,09580,,,MO,,,,,AT,,,,
"POINT (-46.492417 -23.554496)",D051202414,22268,,150,,2012/05/17,1420,2,D,,66,2271,,,11000000000000000,0100,VA,38,0823,22268,,EUQ6174,AU,EJQ9309,MO,,,CO,,,,
"POINT (-46.519056 -23.557003)",D051202415,09580,,322,,2012/05/18,0945,2,D,,66,2279,,,11000000000000000,0100,VA,24,0824,09580,,DRM6812,AU,DVZ5973,MO,,,CO,,,,
"POINT (-46.499629 -23.561458)",D051202416,64013,,28,,2012/05/18,1816,4,D,,66,2279,C,,01000000000000000,0100,VA,38,0824,64013,,EJO0172,MO,,,,,AT,,,,
"POINT (-46.501113 -23.549933)",D051202417,09580,,2500,,2012/05/26,0230,4,D,,66,2419,,,01000000000000000,0100,VA,24,0824,09580,,DRZ5181,MO,,,,,AT,,,,
"POINT (-46.521679 -23.558501)",D051202418,09580,,,PXSERRA DAS ILU,2012/05/28,1750,2,D,,66,2475,,,01000000000000000,0200,VA,24,0824,09580,,EXF3716,MO,,,,,QM,,,,
"POINT (-46.492554 -23.553329)",D051202419,22268,,,NC,2012/05/30,0832,2,D,,66,2511,,,11000000000000000,0200,VA,38,0824,22268,,BRG9629,AU,FUI1285,MO,,,CO,,,,
"POINT (-46.498523 -23.55954)",D051202420,76067,,270,,2012/05/03,1145,2,D,,66,2513,,,11000000100000000,0100,VA,38,0824,76067,,DZT3485,MO,CKI6514,AU,CZC7599,MC,CO,,,,
"POINT (-46.498771 -23.550012)",D051202421,09580,,2902,,2012/05/29,2350,2,D,,66,2521,,,01000000000000000,0100,VA,24,0824,09580,,EXK0618,MO,,,,,QM,,,,
"POINT (-46.509512 -23.563187)",D051202422,02181,,5600,,2012/05/07,0039,2,D,,66,2974,,,20000000100000000,0100,VA,60,0825,02181,,EZL3290,MC,EET2132,AU,BAV1078,AU,CO,,,,
"POINT (-46.512542 -23.560772)",D051202423,02181,,5200,,2012/05/11,0407,2,D,,66,3046,,,20000000000000000,0100,VA,60,0825,02181,,CNG9145,AU,DBK1176,AU,,,CT,,,,
"POINT (-46.49513 -23.554602)",D051202424,63242,,28,,2012/05/14,2110,4,D,,66,3146,,,00000000000000010,0100,VA,38,0825,63242,,,SI,,,,,AT,,,,
"POINT (-46.517274 -23.555087)",D051202425,02181,09580,,,2012/05/18,0154,2,D,,66,3216,,,01000000000100000,0100,VA,20,0825,02181,09580,DAY6392,CM,DVZ7486,MO,,,CO,,,,
"POINT (-46.491901 -23.553455)",D051202426,09580,11830,,,2012/05/18,1730,2,D,,66,3229,,,01100000000000000,0100,VA,24,0825,09580,11830,DJC1858,ON,EXB9552,MO,,,CO,,,,
"POINT (-46.50821 -23.550186)",D051202427,09580,,1600,,2012/05/20,0530,4,D,,66,3268,,,01000000000000000,0200,VA,24,0825,09580,,DTH9371,MO,,,,,AT,,,,
"POINT (-46.50938 -23.563296)",D051202428,02181,,5626,,2012/05/20,1420,2,D,,66,3276,C,,10000000000100000,0100,VA,60,0825,02181,,CZQ4992,AU,LOZ1569,CM,,,CO,,,,
"POINT (-46.493412 -23.573452)",D051202429,75433,,1264,,2012/05/26,2200,2,D,,66,3414,,,01000000000000010,0100,VA,38,0825,75433,,,SI,,MO,,,CO,,,,
"POINT (-46.510328 -23.566721)",D051202430,14875,01763,,,2012/05/27,2100,4,D,,66,3435,,,00000000000000010,0100,VA,04,0825,01763,14875,,SI,,,,,AT,,,,
"POINT (-46.507645 -23.565843)",D051202431,02181,,5948,,2012/05/31,2340,2,D,,66,3535,,,10100000000000000,0100,VA,60,0825,02181,,BUF6744,AU,EZL6061,ON,,,CO,,,,
"POINT (-46.498574 -23.597668)",D051202432,43404,,236,,2012/05/03,1740,4,D,,69,3865,,,01000000000000000,0100,VP,56,0826,43404,,EJR6830,MO,,,,,AT,,,,
"POINT (-46.50857 -23.519804)",D051202433,17824,,12851,,2012/05/10,0740,4,D,,69,4117,,,01000000000000000,0100,MO,33,0826,17824,,EJM4559,MO,,,,,AT,,,,
"POINT (-46.510452 -23.599443)",D051202434,76107,,28,,2012/05/07,1100,2,D,,69,1208,,,01010000000000000,0100,VP,56,0827,76107,,,MO,GRN0790,CA,,,CO,,,,
"POINT (-46.500793 -23.591864)",D051202435,02878,,3751,,2012/05/06,0915,2,D,,69,3955,,,20000000000000000,0100,VP,78,0827,02878,,CVT6610,AU,BBB0263,AU,,,CO,,,,
"POINT EMPTY",D051202436,17824,98899,,,2012/05/07,0019,2,D,,69,3984,,,01000000000000000,0200,VP,75,0827,17824,98899,DZS8908,MO,,,,,QM,,,,
"POINT (-46.495099 -23.591044)",D051202437,43404,,57,,2012/05/08,2150,2,D,,69,4070,,,30000000000000000,0200,VP,56,0827,43404,,DLL8584,AU,MND9379,AU,EZD2277,AU,CO,,,,
"POINT (-46.503931 -23.60073)",D051202438,23588,,353,,2012/05/12,1405,2,D,,69,4183,,,11000000000000000,0100,VP,56,0827,23588,,EWB8811,MO,ARX9175,AU,,,CO,,,,
"POINT (-46.70335 -23.640503)",D051202439,17824,,13159,,2012/05/14,1850,4,D,,69,4256,,,00000000000100000,0100,MO,33,0827,17824,,DIB6983,CM,,,,,AT,,,,
"POINT (-46.594362 -23.511854)",D051202440,17824,,11230,,2012/05/17,2030,4,D,,69,4346,,,00000000000100000,0100,MO,33,0827,17824,,KDT1185,CM,,,,,AT,,,,
"POINT (-46.504185 -23.591137)",D051202441,02878,72563,,,2012/05/19,0300,2,D,,69,4383,,,20000000000000000,0100,MO,75,0827,02878,72563,DMS7708,AU,CRQ5584,AU,,,CO,,,,
"POINT (-46.490677 -23.602566)",D051202443,23555,,44,,2012/05/21,1710,2,D,,69,4468,,,00110000000000000,0100,VP,78,0827,23555,,ECT3950,ON,EYP3723,CA,,,CO,,,,
"POINT EMPTY",D051202444,74036,,683,,2012/05/23,2300,2,D,,69,4559,,,10100000000000000,0100,VP,56,0827,74036,,DTB4572,ON,,AU,,,CO,,,,
"POINT EMPTY",D051202445,98941,,43,,2012/05/27,0326,2,D,,69,4645,,,00000000000000010,0100,VP,78,0828,98941,,,SI,,,,,CO,,,,
"POINT (-46.500963 -23.550463)",D051202446,17824,,15130,,2012/05/18,2030,2,D,,69,4655,,,21000000000000000,0100,MO,33,0828,17824,,DRY8764,MO,DPM5065,AU,DKN9232,AU,CO,,,,
"POINT (-46.500034 -23.591757)",D051202447,02878,69724,,,2012/05/30,0730,2,D,,69,4741,B,,01010000000000000,0100,MO,75,0828,02878,69724,EGZ8980,MO,CDM5284,CA,,,CO,,,,
"POINT (-46.494624 -23.594892)",D051202448,59048,59032,,,2012/05/30,0710,2,D,,69,4747,B,,01000000000100000,0100,MO,75,0828,59032,59048,EQD4029,MO,DGE7360,CM,,,CO,,,,
"POINT (-46.740215 -23.475675)",D051202449,17824,,13500,,2012/05/07,1810,2,D,,69,6249,,,01000000000100000,0100,MO,33,0828,17824,,EJO7071,MO,HFH1421,CM,,,CO,,,,
"POINT (-46.502315 -23.580073)",D051202450,17135,,3150,,2012/05/03,1930,2,D,,69,7037,,,01000000000000010,0200,VA,27,0828,17135,,EXA1025,MO,,SI,,,CT,,,,
"POINT (-46.493048 -23.599549)",D051202451,59048,,200,,2012/05/30,2325,2,D,,69,7448,,,10000000000000000,0200,VP,56,0828,59048,,DGE5159,AU,,,,,CH,,,,
"POINT (-46.512518 -23.61861)",D051202452,76097,,88,,2012/05/04,1520,4,D,,70,2767,,,01000000000000000,0100,VP,26,0829,76097,,BYZ2117,MO,,,,,AT,,,,
"POINT (-46.532153 -23.588971)",D051202453,17824,,6511,,2012/05/05,2115,4,D,,70,2799,,,10000000000000000,0100,MO,33,0829,17824,,DDO1996,AU,,,,,AT,,,,
"POINT (-46.509125 -23.613386)",D051202454,21661,,158,,2012/05/09,1900,4,D,,70,4103,,,01000000000000000,0100,VP,56,0829,21661,,,MO,,,,,AT,,,,
"POINT (-46.505355 -23.625574)",D051202455,36327,,1754,,2012/05/10,0705,4,D,,70,2908,,,10000000000000000,0100,VP,78,0829,36327,,EVL8650,AU,,,,,AT,,,,
"POINT (-46.529727 -23.599366)",D051202456,24338,04683,,,2012/05/12,0700,2,D,,70,3011,,,11000000000000000,0100,VP,74,0830,04683,24338,EXB6440,MO,DYD1203,AU,,,SI,,,,
"POINT (-46.531749 -23.60232)",D051202457,61252,,634,,2012/05/15,1310,4,D,,70,3028,,,10000000000000000,0100,VP,56,0830,61252,,DMP8881,AU,,,,,AT,,,,
"POINT (-46.512005 -23.60098)",D051202458,17824,,9200,,2012/05/22,1518,2,D,,70,3173,,,01000000000100000,0100,MO,33,0830,17824,,EMV7302,CM,DAC1578,MO,,,CO,,,,
"POINT (-46.508616 -23.610209)",D051202459,73512,,300,,2012/05/29,1930,4,D,,70,3345,,,01000000000000000,0100,VP,56,0830,73512,,DRX5190,MO,,,,,AT,,,,
"POINT (-46.530045 -23.599619)",D051202460,24338,,7390,,2012/05/16,0019,2,D,,70,4301,,,01000000000100000,0100,VP,26,0830,24338,,DQK0252,CM,EXG0903,MO,,,CO,,,,
"POINT (-46.507918 -23.612246)",D051202461,21493,,183,,2012/05/19,1709,2,D,,70,4409,,,10001000000000000,0200,VP,56,0830,21493,,BQV4880,AU,,BI,,,CO,,,,
"POINT (-46.511976 -23.605606)",D051202462,22002,21234,,,2012/05/27,0915,4,D,,70,4650,,,00000001000000000,0100,VP,78,0830,21234,22002,DTB7686,OU,,,,,AT,,,,
"POINT (-46.530354 -23.592247)",D051202463,73842,,61,,2012/05/27,1730,4,D,,70,4671,B,,10000000000000000,0100,VP,56,0830,73842,,FKL3223,AU,,,,,AT,,,,
"POINT (-46.513195 -23.600391)",D051202464,17824,,9020,,2012/05/29,2220,2,D,,70,4729,,,11000000000000000,0100,MO,33,0830,17824,,CVE5144,AU,AQM2213,MO,,,CL,,,,
"POINT (-46.526616 -23.60339)",D051202465,15032,,4782,,2012/05/04,2210,2,D,,70,4910,,,10001000000000000,0100,VP,26,0831,15032,,ATM1585,AU,,BI,,,CO,,,,
"POINT (-46.525043 -23.598316)",D051202466,64598,,178,,2012/05/28,1810,4,D,,70,7414,,,01000000000000000,0100,VP,56,0831,64598,,EXB7809,MO,,,,,AA,,,,
"POINT (-46.659388 -23.552722)",D051202468,05245,,1974,,2012/05/07,0535,2,D,,78,3482,C,,01000000000000000,0001,JD,26,0001,05245,,,MO,,,,,QM,,,,
"POINT (-46.65299 -23.571714)",D051202470,12165,,2893,,2012/05/08,1030,2,D,,78,1402,B,,01100000000000000,0101,CT,07,0001,12165,,EHI7271,MO,EZL1352,ON,,,CL,,,,
"POINT (-46.691778 -23.549521)",D051202471,08578,,1060,,2012/05/09,0012,2,D,,14,4556,,,11000000000000000,0001,LP,63,0001,08578,,EXF7048,MO,EZK8225,AU,,,CL,,,,
"POINT (-46.579354 -23.510525)",D051202474,07845,,1051,,2012/05/10,1600,2,D,,19,2589,,,00011000000000000,0001,MC,91,0001,07845,,,BI,CWE1323,CA,,,CO,,,,
"POINT (-46.722561 -23.447161)",D051202475,05350,,,NC,2012/05/10,2120,2,D,,72,4063,C,,01010000000000000,0001,FL,41,0001,05350,,CMS7160,MO,DPG5132,CA,,,CO,,,,
"POINT EMPTY",D051202477,98750,,,NC,2012/05/13,2112,2,D,,33,4279,,,01000000000000000,0001,SI,00,0002,98750,,,MO,,,,,QM,,,,
"POINT EMPTY",D051202478,99838,,12,,2012/05/14,1849,2,D,,73,5196,,,01000000000000000,0001,CS,68,0002,99838,,DNF0821,MO,,,,,CH,,,,
"POINT (-46.652249 -23.463851)",D051202480,09166,,249,,2012/05/16,2122,2,D,,72,4273,B,,20010000000000000,0001,SP,13,0002,09166,,ABH3788,CA,CVB8461,AU,DBZ8019,AU,CO,,,,
"POINT (-46.598601 -23.527311)",D051202482,04561,,,PXPTE RIO TAMAN,2012/05/18,1107,2,D,,02,1076,A,,11000000000000000,0001,TT,06,0002,29772,,ESE1216,MO,CZZ2598,AU,,,CL,,,,
"POINT (-46.440512 -23.497336)",D051202484,01429,,11000,,2012/05/19,0700,2,D,,46,860,A,,01000000000000000,0001,RV,73,0002,01429,,BYL5839,MO,,,,,CH,,,,
"POINT (-46.717331 -23.446265)",D051202485,06361,,6999,,2012/05/20,1303,2,D,,33,4502,,,01000000000000000,0001,FL,29,0002,06361,,,MO,,,,,QM,,,,
"POINT (-46.589311 -23.527298)",D051202487,27099,,,KM231,2012/05/24,1015,4,D,,19,1870,,,10000000000000000,0001,RV,36,0003,27099,,NKE3002,AU,,,,,AT,,,,
"POINT (-46.681831 -23.621905)",D051202490,16878,,16000,,2012/05/06,1330,4,D,,89,3360,,,10000000000000000,0001,RV,13,0003,16878,,DQL8041,AU,,,,,AT,,,,
"POINT (-46.7635 -23.677242)",D051202491,78519,,146,,2012/05/11,2000,4,D,,11,5366,,,10000000000000000,0001,CL,29,0003,78519,,BQH7102,AU,,,,,AT,,,,
"POINT (-46.765524 -23.658966)",D051202492,09529,,3940,,2012/05/12,2118,4,D,,89,3535,B,,00100000000000000,0001,CL,29,0003,09529,,DTC5166,ON,,,,,AT,,,,
"POINT (-46.648316 -23.651985)",D051202494,07882,,1814,,2012/05/12,0400,4,D,,35,4385,,,00000000000000010,0001,VM,37,0003,07882,,,SI,,,,,AT,,,,
"POINT (-46.802042 -23.592633)",D051202495,16878,,,KM1718,2012/05/24,1535,4,D,,89,607,,,01000000000000000,0001,RV,13,0003,16878,,EJN0668,MO,,,,,AT,,,,
"POINT EMPTY",D051202496,05606,00254,,,2012/05/26,1120,4,D,,98,2282,B,,01000000000000000,0401,SA,22,0003,00254,05606,FAF3830,MO,,,,,AT,,,,
"POINT (-46.401598 -23.496656)",D051202500,17820,,4500,,2012/05/27,0330,4,D,,50,5619,C,,00010000000000000,0001,PE,53,0004,17820,,CHZ9585,CA,,,,,AT,,,,
"POINT (-46.446263 -23.55234)",D051202501,46936,,500,,2012/05/28,1830,4,D,,22,5050,B,,00000000000000010,0001,PE,46,0004,46936,,,SI,,,,,AT,,,,
"POINT (-46.698418 -23.749697)",D051202503,19490,,,NC,2012/05/08,2140,4,D,,11,5639,,,01000000000000000,0001,SI,30,0004,19490,,,MO,,,,,AT,,,,
"POINT EMPTY",D051202504,48056,,,SBVD DEP LUIZ E,2012/05/14,2200,4,D,,27,4887,C,,00000000000000010,0001,SI,15,0004,48056,,,SI,,,,,AT,,,,
"POINT (-46.652067 -23.515938)",D051202507,15188,,,DPPT PIQUERI,2012/05/21,1616,2,D,,87,876,R,,02000000000000000,0101,TT,48,0005,13417,15188,KVD5782,MO,EFK5100,MO,,,CT,,,,
"POINT (-46.740533 -23.570341)",D051202508,05309,,3000,,2012/05/01,0120,2,D,,14,4269,,,20000000000000000,0601,BT,12,0005,05309,,DTD8863,AU,DRR7808,AU,,,CO,,,,
"POINT (-46.652807 -23.47049)",D051202509,15426,,1869,,2012/05/01,2110,2,D,,72,3776,,,10001000000000000,0001,SP,08,0005,15426,,,BI,,AU,,,CO,,,,
"POINT (-46.624884 -23.499827)",D051202510,05567,14916,,,2012/05/26,1400,2,D,,09,2937,B,,01100000000000000,0101,SP,71,0005,05567,14916,BSL3255,MO,CZZ9275,ON,,,CH,,,,
"POINT (-46.716086 -23.490295)",D051202511,15626,02232,,,2012/05/27,0248,2,D,,33,4701,,,10000000000000000,0001,SP,64,0005,02232,15626,DXX6578,AU,,,,,CH,,,,
"POINT (-46.652067 -23.515938)",D051202515,15188,,,NC,2012/05/31,1145,2,D,,33,4865,R,,01020000000000000,0001,TT,23,0006,29772,,DZM8933,MO,BYD4465,CA,EFW5642,CA,CL,,,,
"POINT (-46.593801 -23.460514)",D051202516,09066,,713,,2012/05/21,0940,2,D,,73,2821,,,11000000100000000,0102,MC,83,0006,09066,,DYW1021,MO,DWO8080,AU,EZL5940,MC,CO,,,,
"POINT (-46.57514 -23.533798)",D051202517,01247,,13000,,2012/05/01,0400,2,D,,83,3008,,,10000000000000000,0001,RV,33,0006,01247,,EKK7643,AU,,,,,CH,,,,
"POINT (-46.608145 -23.568422)",D051202518,06642,02984,,,2012/05/07,2010,2,D,,16,5528,C,,00101000000000000,0001,RV,14,0006,02984,06642,,BI,BWQ4743,ON,,,CL,,,,
"POINT (-46.699087 -23.734482)",D051202519,15507,,4000,,2012/05/10,0207,2,D,,85,3872,,,10000000000000000,0101,CS,23,0006,15507,,DFG3303,AU,,,,,CP,,,,
"POINT (-46.754078 -23.594633)",D051202521,21445,,206,,2012/05/13,1740,2,D,,89,3559,C,,00101000000000000,0001,BT,13,0006,21445,,,BI,ECT9640,ON,,,CT,,,,
"POINT (-46.743212 -23.618623)",D051202522,18561,,1600,,2012/05/18,0620,2,D,,89,570,C,,10100000000000000,0001,CL,96,0006,18561,,CLG0990,AU,ECT9640,ON,,,CF,,,,
"POINT (-46.694594 -23.624019)",D051202523,21514,09765,,,2012/05/20,0500,2,D,,27,5084,,,01000000000000000,0101,CL,34,0006,09765,21514,DWU6989,MO,,,,,CH,,,,
"POINT (-46.761192 -23.677236)",D051202524,12403,,3100,,2012/05/20,2350,2,D,,47,5481,C,,01000000000000000,0101,CS,42,0007,12403,,DZO5510,MO,,,,,CH,,,,
"POINT (-46.751281 -23.649511)",D051202525,09529,,1868,,2012/05/22,1800,2,D,,11,5790,,,10000000000000000,0201,CL,29,0007,09529,,DID5936,AU,,,,,CH,,,,
"POINT (-46.744891 -23.603435)",D051202526,07500,,5500,,2012/05/25,2127,2,D,,89,3917,B,,01010000000000000,0001,BT,12,0007,07500,,EFK1457,MO,EFU2540,CA,,,CO,,,,
"POINT (-46.6512 -23.665026)",D051202529,17320,,710,,2012/05/27,0327,2,D,,83,3626,B,,01000000000000000,0001,VM,42,0007,17320,,DYZ7647,MO,,,,,CH,,,,
"POINT (-46.768098 -23.590133)",D051202530,08603,,4000,,2012/05/30,0635,2,D,,75,637,B,,10000000000000000,0001,BT,68,0007,08603,,CSP9678,AU,,,,,CH,,,,
