WKT,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,TIPO_ACIDE
"POINT (-46.6727204856617 -23.4765645221816)",D081400993,03771,,3827,,2014/08/16,1621,2,,,11000000000000000,0200,NO2,13,0415,03771,,CT
"POINT (-46.6826278159076 -23.4873932243921)",D081400995,03771,13258,,,2014/08/17,0700,2,,,10001000000000000,0100,NO2,50,0415,03771,08693,CO
"POINT (-46.7105221174091 -23.4862014908815)",D081400996,27358,73775,,,2014/08/23,0800,2,,,11000000000000000,0100,NO2,64,0415,27358,73775,CO
"POINT (-46.688830233693 -23.5050358644771)",D081400997,03771,,1,,2014/08/24,1230,4,,,00010000000000000,0100,NO2,50,0415,03771,,AT
"POINT (-46.684114670833 -23.4886627933147)",D081400998,03771,,1957,,2014/08/19,0051,4,C,,10000000000000000,0100,NO2,50,0415,03771,,AT
"POINT (-46.6520279156719 -23.4673136458208)",D081400999,61906,,380,,2014/08/01,1800,2,,,11000000000000000,0100,CN1,13,0416,61906,,CO
"POINT (-46.6476657052761 -23.469742550542)",D081401000,15426,,2356,,2014/08/05,1700,4,,,01000000000000000,0100,CN1,13,0416,15426,,AT
"POINT (-46.6462894961143 -23.4732190537835)",D081401001,04290,,616,,2014/08/02,1800,2,,,11000000000000000,0100,CN1,51,0416,04290,,CO
"POINT (-46.657492169034 -23.4694986071707)",D081401002,15426,,1320,,2014/08/18,0914,2,,,00000002000000000,0800,CN1,13,0416,15426,,CO
"POINT (-46.6400778386982 -23.4667031007789)",D081401003,15426,21133,,,2014/08/19,0530,2,,,11000000000000000,0100,CN1,51,0416,15426,21133,CO
"POINT (-46.6514144845403 -23.4716041359981)",D081401004,14242,,4389,,2014/08/27,0720,2,,,01000000000000000,0100,CN1,13,0416,14242,,QM
"POINT (-46.6484594249626 -23.4586469650087)",D081401005,16170,09170,,,2014/08/02,0937,2,,,11000000000000000,0100,CN2,51,0416,09170,16170,CO
"POINT (-46.6616723042294 -23.4674377358156)",D081401006,07046,,384,,2014/08/03,1408,2,,,20000000000000000,0300,CN1,13,0416,07046,,CF
"POINT (-46.655933239533 -23.4588927961581)",D081401007,04747,,212,,2014/08/04,1600,4,,,10000000000000000,0100,CN1,13,0417,04747,,AT
"POINT (-46.6504468797984 -23.461788375406)",D081401008,16170,,535,,2014/08/08,2130,2,,,01000000000100000,0100,CN1,13,0417,16170,,CT
"POINT (-46.6517127668704 -23.4717298390177)",D081401009,41498,41502,,,2014/08/09,2122,2,,,20000000000000010,0300,CN1,13,0417,41498,41502,CO
"POINT (-46.6326628866848 -23.4789686939771)",D081401010,09170,,2,,2014/08/10,0110,2,,,20000000000000000,0300,CN2,51,0417,09170,,CO
"POINT (-46.6549982068245 -23.4821651994305)",D081401011,09078,,2904,,2014/08/11,2215,2,,,11000000000000000,0100,CN1,21,0417,09078,,CO
"POINT (-46.6498190144951 -23.4706996622406)",D081401012,15426,,2187,,2014/08/13,2115,2,,,11000000000000000,0100,CN1,51,0417,15426,,CL
"POINT (-46.6470663536776 -23.4571578559046)",D081401013,10869,,413,,2014/08/16,0113,2,,,10000000000000000,0100,CN2,51,0417,10869,,CH
"POINT (-46.6560896112199 -23.4602697968494)",D081401014,13374,,601,,2014/08/17,2308,4,,,00000000000000010,0100,CN1,13,0417,13374,,AT
"POINT (-46.6488306956116 -23.4576219780391)",D081401015,09170,16241,,,2014/08/16,2043,4,,,10000000000000000,0100,CN2,51,0417,09170,16241,AT
"POINT (-46.6515305773012 -23.4624799152875)",D081401016,16170,,396,,2014/08/23,2100,4,C,,00100000000000000,0100,CN1,13,0417,16170,,AT
"POINT (-46.6677716652284 -23.4685817716623)",D081401017,16051,,309,,2014/08/28,1900,2,,,01000000000100000,0100,CN1,13,0418,16051,,CL
"POINT (-46.6358236463227 -23.4652463058633)",D081401018,09170,,1800,,2014/08/31,0545,2,B,,10000000000000000,0100,CN2,51,0418,09170,,CP
"POINT (-46.6642228549489 -23.4667983699258)",D081401019,07046,,170,,2014/08/31,1220,2,,,11000000000000000,0100,CN1,13,0418,07046,,CO
"POINT (-46.6463130282264 -23.4804700824247)",D081401020,44645,,1196,,2014/08/15,1430,2,,,10000000000100000,0100,CN1,51,0418,44645,,CT
"POINT (-46.629517571511 -23.4648163808461)",D081401021,27689,,100,,2014/08/27,1500,2,,,01000001000000000,0100,CN2,51,0418,27689,,CO
"POINT (-46.5887221720207 -23.4730912860639)",D081401023,08320,,1785,,2014/08/06,1115,2,,,11000000000000000,0100,CN2,84,0419,08320,,CO
"POINT (-46.5843181243422 -23.4891085836308)",D081401024,14734,,684,,2014/08/07,0800,2,,,20000000000000000,0100,CN2,94,0419,14734,,CO
"POINT (-46.5817003113046 -23.4800720442073)",D081401025,09978,,1200,,2014/08/08,1200,4,B,,10000000000000000,0100,CN2,94,0419,09978,,AT
"POINT (-46.6031787094469 -23.4816009932133)",D081401026,15728,,40,,2014/08/17,1500,4,,,10000000000000000,0100,CN2,84,0419,15728,,AT
"POINT (-46.5880715954299 -23.4827513624071)",D081401027,08538,03515,,,2014/08/26,0800,4,C,,10000000000000000,0100,CN2,94,0419,03515,08538,AT
"POINT (-46.5749158833247 -23.4807682779672)",D081401028,04348,,583,,2014/08/11,0130,2,B,,10000000000000000,0100,CN2,94,0419,04348,,CH
"POINT (-46.5887885113525 -23.4841861384306)",D081401029,03515,,1032,,2014/08/01,2040,2,,,11000000000000000,0100,CN2,94,0419,03515,,CO
"POINT (-46.595308408763 -23.4748009611327)",D081401030,01816,,128,,2014/08/03,1827,2,B,,11000000000000000,0100,CN2,84,0419,01816,,CO
"POINT (-46.5973571750202 -23.4683816908192)",D081401031,13767,07749,,,2014/08/04,2233,2,C,,11000000000000000,0100,CN2,84,0419,07749,13767,CF
"POINT (-46.5846179214167 -23.4698867587683)",D081401032,08320,,2324,,2014/08/17,0500,2,,,10000000000000000,0100,CN2,38,0419,08320,,CH
"POINT (-46.6086160997381 -23.4758178502349)",D081401033,05636,,326,,2014/08/18,1956,2,,,01000000000100000,0100,CN2,84,0420,05636,,SI
"POINT (-46.5955177403862 -23.4903353340315)",D081401034,11321,,1000,,2014/08/23,2156,2,,,01100000000000000,0100,CN2,94,0420,11321,,CO
"POINT (-46.5794366129803 -23.4797194191939)",D081401035,17339,16855,,,2014/08/24,1900,2,,,11000000000000000,0100,CN2,94,0420,16855,17339,CO
"POINT (-46.5659735447851 -23.4826487838539)",D081401036,09512,06224,,,2014/08/24,1800,4,,,01000000000000000,0100,CN2,94,0420,06224,09512,AT
"POINT (-46.597586450792 -23.4927374657343)",D081401037,06475,11321,,,2014/08/22,2200,2,,,11000000000000000,0100,CN2,94,0420,06475,11321,CO
"POINT (-46.5963346924955 -23.4662592464268)",D081401038,12716,,361,,2014/08/27,0031,2,,,20000000000000000,0300,CN2,83,0420,12716,,CO
"POINT (-46.5842963112648 -23.4960806362732)",D081401039,17577,,,PXAV.JULIO BUON,2014/08/29,1830,2,,,00100000100000000,0100,CN2,91,0420,11321,,CO
"POINT (-46.5930982628223 -23.5000904424861)",D081401040,05204,,2300,,2014/08/01,0800,4,,,00000000000000010,0100,CN2,94,0420,05204,,AT
"POINT (-46.6727571124616 -23.5041213764505)",D081401041,14736,04715,,,2014/08/07,0819,2,,,12000000000000000,0200,NO2,50,0421,04715,14736,CO
"POINT (-46.6727571124616 -23.5041213764505)",D081401042,14736,04715,,,2014/08/15,1400,2,,,01100000000000000,0100,NO2,50,0421,04715,14736,CT
"POINT (-46.6685344486066 -23.5060437913971)",D081401043,11885,,231,,2014/08/20,1730,2,,,00000001000000000,0100,CN1,21,0421,11885,,CH
"POINT (-46.6725987386177 -23.4793075967159)",D081401044,06450,,3200,,2014/08/07,1243,2,,,11000000000000000,0100,CN1,13,0421,06450,,CL
"POINT (-46.6688092496121 -23.5067463797683)",D081401045,17691,,37,,2014/08/06,2050,2,,,00001000000000010,0100,CN1,21,0421,17691,,CO
"POINT (-46.6769978371844 -23.4892615902416)",D081401046,12615,,420,,2014/08/10,0430,2,,,10000000000000000,0100,NO2,50,0421,12615,,CH
"POINT (-46.6623911434015 -23.4964890042974)",D081401048,03813,,2169,,2014/08/16,1501,4,,,00000001000000000,0100,CN1,21,0422,03813,,AT
"POINT (-46.6731124923403 -23.5057289134987)",D081401049,04715,,877,,2014/08/19,1810,4,B,,01000000000000000,0100,NO2,50,0422,04715,,AT
"POINT (-46.6624512872656 -23.5000884611002)",D081401050,18948,11053,,,2014/08/23,0800,2,,,11000000000000000,0100,CN1,21,0422,11053,18948,CL
"POINT (-46.6770514284166 -23.5046279324153)",D081401051,26089,,100,,2014/08/28,0103,2,,,11000000000000000,0100,NO2,50,0422,26089,,CL
"POINT (-46.6707077061736 -23.5098194211216)",D081401052,02125,03813,,,2014/08/07,0520,2,,,20000000000000000,0300,CN1,21,0422,02125,03813,CO
"POINT (-46.6735315691159 -23.4828951470815)",D081401053,06450,,2755,,2014/08/05,2040,2,,,11000000000000000,0100,CN1,50,0422,06450,,CH
"POINT (-46.7036193458149 -23.4784890504112)",D081401054,06361,,1885,,2014/08/06,1015,4,,,10000000000000000,0100,NO2,29,0423,06361,,AT
"POINT (-46.6981143642237 -23.460691200875)",D081401055,23462,,446,,2014/08/02,0830,2,,,01010000000000000,0100,NO2,11,0423,23462,,CF
"POINT (-46.6938722498919 -23.4697563430821)",D081401056,15485,,1874,,2014/08/14,2213,4,,,00100000000000000,0100,NO2,11,0423,15485,,AT
"POINT (-46.6856761025457 -23.4784777068927)",D081401057,34562,,1692,,2014/08/19,1400,4,B,,00100000000000000,0100,NO2,11,0423,34562,,AT
"POINT (-46.7075725480473 -23.471805558892)",D081401058,06361,,2920,,2014/08/22,2053,2,,,11000000000000000,0200,NO2,29,0423,06361,,CF
"POINT (-46.6926202146442 -23.4706614025978)",D081401059,15485,,1729,,2014/08/23,1741,2,,,01000000000000000,0200,NO2,11,0423,15485,,QM
"POINT (-46.6896527082766 -23.4698309350231)",D081401060,08409,,302,,2014/08/30,0138,2,B,,31000000000000000,0100,NO2,11,0423,08409,,CO
"POINT (-46.6913990964797 -23.4562671238047)",D081401061,15425,,3200,,2014/08/25,0750,2,,,11000000000000000,0100,NO2,11,0424,15425,,CO
"POINT (-46.6680671866276 -23.4642588815853)",D081401062,16051,,902,,2014/08/01,0900,2,,,01100000000000000,0100,CN1,13,0424,16051,,CO
"POINT (-46.67404111314 -23.4619472300166)",D081401063,61020,,669,,2014/08/01,1814,2,,,20000000000000000,0100,NO2,11,0424,61020,,CH
"POINT (-46.6840966194662 -23.4614271872516)",D081401064,15425,,2000,,2014/08/03,2038,2,,,11000000000000000,0200,NO2,11,0424,15425,,CF
"POINT (-46.6684677868398 -23.4681860218172)",D081401065,16051,,515,,2014/08/04,1700,4,,,00100000000000000,0100,CN1,13,0424,16051,,AT
"POINT (-46.6698162999671 -23.4741953229747)",D081401066,03771,15425,,,2014/08/10,1303,2,,,11000000000000000,0100,NO2,13,0424,03771,15425,CO
"POINT (-46.6671990040308 -23.4572208317704)",D081401067,03127,,95,,2014/08/11,1459,2,,,01000000000000000,0100,CN1,13,0424,03127,,QM
"POINT (-46.6702015099934 -23.4621485957482)",D081401068,16051,,1050,,2014/08/11,1740,2,C,,01000000000000000,0200,CN1,13,0424,16051,,QM
"POINT (-46.6818930389042 -23.4568321740401)",D081401069,78823,,153,,2014/08/17,2310,2,,,01000000000000000,0100,NO2,11,0424,78823,,QM
"POINT (-46.6830569279424 -23.4628050484532)",D081401070,15425,,1879,,2014/08/17,1830,2,,,11000000000000000,0100,NO2,11,0424,15425,,CO
"POINT (-46.6919435203417 -23.4522198321822)",D081401071,63568,,750,,2014/08/19,0005,2,C,,01000001000000000,0200,NO2,11,0425,63568,,CL
"POINT (-46.6675403376137 -23.4574870082963)",D081401072,22030,,503,,2014/08/19,1550,2,B,,10100000000000000,0100,CN1,13,0425,22030,,CO
"POINT (-46.6901782243977 -23.4574975423061)",D081401073,15425,,3009,,2014/08/20,1300,2,,,01010000000000000,0100,NO2,11,0425,15425,,CO
"POINT (-46.672702789817 -23.4620309428697)",D081401074,03771,,5700,,2014/08/20,2310,2,,,10000000000000000,0100,NO2,13,0425,03771,,CH
"POINT (-46.684008032135 -23.4617897147832)",D081401076,15425,,2129,,2014/08/22,1930,2,C,,11000000000000000,0200,NO2,11,0425,15425,,CL
"POINT (-46.669582587687 -23.4736635951076)",D081401077,13425,03771,,,2014/08/22,1930,2,,,02000000000000000,0100,NO2,13,0425,03771,13425,CO
"POINT (-46.6702015099934 -23.4621485957482)",D081401078,16051,,1040,,2014/08/23,2205,2,,,01000000000000000,0200,CN1,13,0425,16051,,QM
"POINT (-46.6689600415796 -23.4673501479908)",D081401079,16051,,520,,2014/08/25,1220,4,,,10000000000000000,0100,CN1,13,0425,16051,,AT
"POINT (-46.6684605871542 -23.4616027474236)",D081401080,30392,12049,,,2014/08/27,0740,2,,,00000000100100000,0100,CN1,13,0425,12049,30392,CT
"POINT (-46.6815830522808 -23.4560444658629)",D081401081,75982,,700,,2014/08/27,2000,4,,,10000000000000000,0100,NO2,11,0426,75982,,AT
"POINT (-46.6859532211397 -23.4593778522144)",D081401082,15425,,2478,,2014/08/09,1900,2,,,00000001000100000,0100,NO2,11,0426,15425,,CO
"POINT (-46.6702746301628 -23.4668383224767)",D081401083,03771,,5100,,2014/08/11,1831,2,,,01010000000000000,0100,NO2,13,0426,03771,,CO
"POINT (-46.6511163665176 -23.433952153431)",D081401084,99052,,2297,,2014/08/17,0521,2,,,11000000000000000,0100,CN2,51,0427,99052,,CO
"POINT (-46.5866848018436 -23.4388364014976)",D081401086,42220,,1088,,2014/08/01,1140,2,,,01000000010000000,0100,CN2,83,0427,42220,,CO
"POINT (-46.5734381420081 -23.4777163328553)",D081401087,13822,,980,,2014/08/02,1800,4,,,00100000000000000,0100,CN2,94,0427,13822,,AT
"POINT (-46.5885861341546 -23.4419281790591)",D081401088,42220,,100,,2014/08/04,2120,2,,,10001000000000000,0100,CN2,83,0427,42220,,CO
"POINT (-46.5759410473652 -23.474755122605)",D081401089,17728,,835,,2014/08/06,2019,2,,,01000000010000000,0100,CN2,94,0427,17728,,CO
"POINT (-46.6020463405261 -23.4820044693579)",D081401090,08320,,1,,2014/08/07,2230,2,,,11000000000000000,0100,CN2,84,0427,08320,,CO
"POINT (-46.5609637528107 -23.47544719655)",D081401091,07061,,1,,2014/08/12,0740,2,,,01010000000000000,0200,CN2,38,0427,07061,,CO
"POINT (-46.5868049208593 -23.4388798816016)",D081401092,42220,,1035,,2014/08/13,1200,2,,,02000000000000000,0100,CN2,83,0427,42220,,SI
"POINT (-46.580720759724 -23.4688717299849)",D081401093,79502,,2,,2014/08/12,1700,4,,,10000000000000000,0100,CN2,38,0427,79502,,AT
"POINT (-46.5718636816763 -23.4326131062673)",D081401094,49278,,1,,2014/08/02,2115,2,,,11000000000000000,0100,CN2,83,0427,49278,,CO
"POINT (-46.5879773334906 -23.4567757282369)",D081401095,13133,,4000,,2014/08/13,1345,2,,,00100000000000000,0100,CN2,83,0428,13133,,QD
"POINT (-46.5711122572636 -23.4593090954627)",D081401096,07061,19711,,,2014/08/16,0740,2,,,20000000000000000,0100,CN2,38,0428,07061,19711,CL
"POINT (-46.5766827378704 -23.461450654809)",D081401097,19711,,305,,2014/08/16,1200,2,,,11000000000000000,0100,CN2,38,0428,19711,,CO
"POINT (-46.5748714889676 -23.4538093948458)",D081401098,22812,,233,,2014/08/19,1000,2,,,01000000000000001,0100,CN2,38,0428,22812,,CO
"POINT (-46.5740938350906 -23.4604248335228)",D081401099,19711,,687,,2014/08/19,1155,2,,,11000000000000000,0100,CN2,38,0428,19711,,CO
"POINT (-46.5769773012341 -23.4400703861546)",D081401100,40418,,1,,2014/08/11,1830,4,,,10000000000000000,0100,CN2,83,0428,40418,,AT
"POINT (-46.5750594813062 -23.4482848394658)",D081401101,45849,,,PR.R.ARLEY GILB,2014/08/20,1710,2,,,02000000000000000,0200,CN2,83,0428,45849,,CO
"POINT (-46.5841416234938 -23.46519327697)",D081401102,30020,,20,,2014/08/21,1833,2,,,21000000000000000,0100,CN2,38,0428,30020,,CO
"POINT (-46.5859807471365 -23.4438901097281)",D081401103,42363,,5040,,2014/08/22,2300,4,,,10000000000000000,0100,CN2,83,0428,42363,,AT
"POINT (-46.5850209281588 -23.4508249500476)",D081401104,45241,,669,,2014/08/21,2140,4,,,00100000000000000,0100,CN2,83,0428,45241,,AT
"POINT (-46.5855812905443 -23.4657974180316)",D081401105,09738,,900,,2014/08/07,1030,2,B,,01000000000000000,0100,CN2,38,0428,09738,,QM
"POINT (-46.5917468786756 -23.4686747613636)",D081401106,03199,,140,,2014/08/25,1840,2,,,11000000000000000,0100,CN2,38,0429,03199,,CO
"POINT (-46.5842894755184 -23.4685005668412)",D081401107,08320,,2429,,2014/08/26,2030,4,,,01000000000000000,0100,CN2,38,0429,08320,,AT
"POINT (-46.5897359867703 -23.442036576317)",D081401108,16305,,330,,2014/08/27,0608,2,,,10000001000000000,0100,CN2,83,0429,16305,,CF
"POINT (-46.5678396618629 -23.4380489220457)",D081401109,07061,,83000,,2014/08/02,2200,4,,,10000000000000000,0100,CN2,83,0429,07061,,AT
"POINT (-46.583945113558 -23.4668792896321)",D081401110,08320,,3000,,2014/08/27,1730,4,C,,00100000000000000,0100,CN2,38,0429,08320,,AT
"POINT (-46.5898571226029 -23.4426635979923)",D081401111,16305,,1020,,2014/08/04,0600,2,,,01000000000000000,0100,CN2,83,0429,16305,,QM
"POINT (-46.5866848018436 -23.4388364014976)",D081401112,42220,,1020,,2014/08/12,1230,2,,,02000000000000000,0100,CN2,83,0429,42220,,CO
"POINT (-46.5760797984972 -23.4666815678214)",D081401113,08283,,415,,2014/08/28,1830,2,,,01000000000100000,0100,CN2,38,0429,08283,,CF
"POINT (-46.5730127281974 -23.45319383992)",D081401114,30560,,191,,2014/08/30,1437,2,,,10000000000000000,0100,CN2,38,0429,30560,,CH
"POINT (-46.5703151458572 -23.4300641741298)",D081401115,07061,,82000,,2014/08/21,1730,2,,,11000000000000000,0100,CN2,83,0429,07061,,QM
"POINT (-46.7000558072968 -23.4517101072293)",D081401116,15425,,4387,,2014/08/01,0459,2,,,10000000000000000,0400,NO2,11,0430,15425,,CH
"POINT (-46.7363847828229 -23.4519344071559)",D081401118,65055,,267,,2014/08/04,1300,2,,,01000000000100000,0100,NO2,41,0430,65055,,CT
"POINT (-46.7255964654357 -23.4267484347889)",D081401119,76785,,70,,2014/08/11,0820,2,,,11000000000000000,0100,NO2,41,0430,76785,,CO
"POINT (-46.7211430611365 -23.4503618529182)",D081401120,16838,,,PXAV.ELISIO TEI,2014/08/18,0145,2,,,11000000000000000,0100,NO2,41,0430,16838,,SI
"POINT (-46.735374888076 -23.4503988810274)",D081401121,18594,,100,,2014/08/19,0900,4,,,00100000000000000,0100,NO2,41,0430,18594,,AT
"POINT (-46.6997928249159 -23.4603499964032)",D081401122,23459,,155,,2014/08/05,1030,2,,,00101000000000000,0100,NO2,11,0430,23459,,CO
"POINT (-46.7354426035124 -23.4438812007884)",D081401123,18594,,642,,2014/08/28,1121,2,,,11000000000000000,0100,NO2,41,0430,18594,,CF
"POINT (-46.7354516183575 -23.4439194784316)",D081401124,18594,,606,,2014/08/02,1115,2,C,,11000000000000000,0100,NO2,41,0430,18594,,CO
"POINT (-46.7088348259529 -23.4393841648793)",D081401125,74302,,3500,,2014/08/03,2340,2,,,00000000000000010,0200,NO2,11,0430,74302,,SI
"POINT (-46.7081847245711 -23.4467852875786)",D081401126,98949,,119,,2014/08/10,1933,2,,,20000000000100000,0300,NO2,41,0430,98949,,CO
"POINT (-46.7080047694012 -23.4484927878622)",D081401127,48561,,10,,2014/08/10,1830,2,,,10000000000000000,0100,NO2,41,0431,48561,,SI
"POINT (-46.7060627735432 -23.4427888958603)",D081401128,15425,,5610,,2014/08/16,0651,2,,,10000000100000000,0300,NO2,11,0431,15425,,CF
"POINT (-46.7694454045127 -23.5838280875021)",D081401129,16838,,16000,,2014/08/16,1040,4,B,,10000000000000000,0100,OE2,66,0431,16838,,AT
"POINT (-46.7217788538705 -23.4436265727396)",D081401130,46566,,39,,2014/08/25,1740,2,,,10000000000100000,0100,NO2,41,0431,46566,,CF
"POINT (-46.6791491437442 -23.4505119244769)",D081401131,16051,,3161,,2014/08/18,1400,2,C,,01000000000000000,0100,NO2,11,0431,16051,,QM
"POINT (-46.7081847245711 -23.4467852875786)",D081401132,98949,,169,,2014/08/30,0730,4,,,01000000000000000,0200,NO2,41,0431,98949,,AT
"POINT (-46.7141129216291 -23.4606808918169)",D081401133,99844,,555,,2014/08/30,1730,4,,,01000000000000000,0200,NO2,11,0431,99844,,AT
"POINT (-46.6903199650471 -23.4514628190834)",D081401134,71000,,299,,2014/08/31,0720,2,,,01000000000000000,0100,NO2,11,0431,71000,,QM
"POINT (-46.7175079008714 -23.432841060604)",D081401135,01676,,48,,2014/08/09,2130,2,,,11000000000000000,0100,NO2,41,0431,01676,,CO
"POINT (-46.5592881888242 -23.5059917090243)",D081401136,98904,,1,,2014/08/05,0610,2,,,10000000000000000,0100,,,0432,98904,,CP
"POINT (-46.565848703812 -23.517593176855)",D081401137,17363,14524,,,2014/08/11,0530,4,,,10000000000000000,0100,CN2,91,0432,14524,17363,AT
"POINT (-46.5735054225289 -23.4869998833924)",D081401138,05194,,23,,2014/08/11,1200,2,,,10001000000000000,0100,CN2,94,0432,05194,,SI
"POINT (-46.7475802238303 -23.5206912166319)",D081401139,29772,,1,,2014/08/05,0800,2,,,11000000000000000,0100,TT,39,0432,29772,,CT
"POINT (-46.5758726757425 -23.5182812056357)",D081401140,73495,,238,,2014/08/16,1345,2,,,01000000000000000,0100,CN2,91,0432,73495,,QM
"POINT (-46.5673915755631 -23.5201047567369)",D081401142,18027,10478,,,2014/08/21,0715,2,,,02000000000000000,0100,CN2,91,0432,10478,18027,CO
"POINT (-46.5761331131835 -23.4964300226144)",D081401143,05204,,4302,,2014/08/22,1300,2,,,10001000000000000,0100,CN2,94,0432,05204,,CO
"POINT (-46.5743074680059 -23.5112422164444)",D081401144,05002,,200,,2014/08/27,1135,2,,,00200000000000000,0600,CN2,91,0432,05002,,CT
"POINT EMPTY",D081401145,14270,,,NC,2014/08/28,0900,2,,,11000000000000000,0100,,,0432,29772,,CL
"POINT (-46.5666779065047 -23.4923196829524)",D081401146,28194,,145,,2014/08/28,0300,2,C,,00010000000100000,0100,CN2,94,0433,28194,,CF
"POINT (-46.5808614135682 -23.5216207640165)",D081401147,39948,,200,,2014/08/24,0315,2,,,20000000000000000,0400,CN2,91,0433,39948,,CO
"POINT (-46.5846941425144 -23.5296681353912)",D081401148,35615,,1,,2014/08/24,1422,2,,,21000000000000000,0200,TT,82,0433,35615,,CO
"POINT (-46.5432540923248 -23.5230796750177)",D081401149,00954,,133,,2014/08/25,1330,2,C,,11000000000000000,0100,LE1,60,0501,00954,,CO
"POINT (-46.5532662237371 -23.5264316592884)",D081401150,37725,17279,,,2014/08/01,0640,2,,,11000000000000000,0100,LE1,60,0501,17279,37725,CL
"POINT (-46.5248394992039 -23.5225984057282)",D081401151,00954,,2218,,2014/08/01,1507,4,,,01000000000000000,0100,LE2,60,0501,00954,,AT
"POINT (-46.5235569445531 -23.5059623773706)",D081401152,04128,,3407,,2014/08/02,0230,2,,,20000000000000000,0100,LE1,18,0501,04128,,CO
"POINT (-46.5464497120501 -23.5198087721867)",D081401154,07703,04128,,,2014/08/04,0932,4,,,00100000000000000,0100,LE1,60,0501,03145,16052,AT
