WKT,Cadlog,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Dia
"POINT (-46.629478 -23.525759)",,D011100153,18993,06642,,,2011/01/06,0120,2,D,,12,41,,,00010000000100000,0300,CT,09,0115,06642,18993,CLJ5926,CA,CYQ4275,CM,,,CO,,,,
"POINT (-46.602426 -23.534706)",,D011100155,12964,,454,,2011/01/13,1805,4,D,,12,98,,,01000000000000000,0100,BR,08,0115,12964,,EQP3839,MO,,,,,AT,,,,
"POINT (-46.608336 -23.538163)",,D011100156,03653,04313,,,2011/01/10,1240,2,D,,12,104,,,01010000000000000,0100,BR,10,0115,03653,04313,EQE8642,MO,NCK3352,CA,,,CO,,,,
"POINT (-46.602584 -23.527258)",,D011100157,03314,,49,,2011/01/14,1620,2,D,,12,105,,,20000000000000000,0100,BR,08,0115,03314,,DJE8017,AU,DJP3129,AU,,,CL,,,,
"POINT (-46.610674 -23.531637)",,D011100158,17112,17180,,,2011/01/15,0430,2,D,,12,107,B,,01010000000000000,0300,BR,,0115,17112,17180,DRW3902,MO,KOT8264,CA,,,CO,,,,
"POINT (-46.604684 -23.53434)",,D011100159,03787,10528,,,2011/01/15,2225,2,D,,12,112,,,20000000000000000,0100,BR,08,0115,03787,10528,DLP0903,AU,CSF0076,AU,,,CO,,,,
"POINT (-46.625505 -23.52381)",,D011100160,05567,08323,,,2011/01/16,0100,2,D,,12,113,C,,10000000000100000,0100,CT,57,0119,05567,08323,DOD7916,CM,DZB1438,AU,,,CO,,,,
"POINT (-46.625496 -23.520562)",,D011100162,27420,,,NC,2011/01/11,1620,4,D,,12,123,C,,10000000000000000,0100,TT,47,0119,05567,,ALP3472,AU,,,,,AT,,,,
"POINT (-46.623315 -23.5311)",,D011100163,04135,00257,,,2011/01/12,1041,2,D,,12,136,C,,01000000000100000,0100,CT,57,0119,00257,04135,BWX4859,MO,AMX6741,CM,,,CO,,,,
"POINT (-46.598716 -23.527213)",,D011100164,04561,,,SBPTE CASA VERD,2011/01/18,0300,2,D,,11,137,,,10000000000000000,0100,TT,06,0119,29772,,CLR7292,AU,,,,,CH,,,,
"POINT (-46.609723 -23.538538)",,D011100165,04313,10640,,,2011/01/19,1900,2,D,,12,154,,,10000000000100000,0200,BR,10,0119,04313,10640,CVA4781,CM,DRI8270,AU,,,CO,,,,
"POINT (-46.602311 -23.535991)",,D011100166,12964,,312,,2011/01/14,1156,2,D,,12,172,C,,01000000000100000,0100,BR,08,0119,12964,,BYT8358,MO,GTI9598,CM,,,CT,,,,
"POINT (-46.629738 -23.524864)",,D011100168,06642,18993,,,2011/01/14,1715,4,D,,12,176,C,,00000001000000000,0100,CT,09,0119,06642,18993,DTE6422,OU,,,,,AT,,,,
"POINT (-46.6155 -23.537115)",,D011100169,04539,,399,,2011/01/17,0930,4,D,,12,183,,,00001000000000000,0100,BR,10,0119,04539,,,BI,,,,,AT,,,,
"POINT EMPTY",,D011100170,04332,03445,,,2011/01/17,0835,2,D,,12,185,C,,20000000000000000,0100,CT,57,0119,03445,09058,EMN2384,AU,DXW3019,AU,,,CO,,,,
"POINT (-46.618254 -23.544258)",,D011100173,16870,,1330,,2011/01/20,1255,2,D,,12,243,C,,11000000000000000,0100,CT,01,0120,16870,,DYR5686,MO,DLU0528,AU,,,CO,,,,
"POINT (-46.620155 -23.542563)",,D011100174,05372,,63,,2011/01/30,1023,4,D,,12,254,,,00001000000000000,0100,CT,10,0120,05372,,,BI,,,,,AT,,,,
"POINT (-46.618375 -23.544222)",,D011100175,16870,,2195,,2011/01/21,1715,4,D,,12,263,C,,00000001000000000,0100,CT,01,0120,16870,,DTB4995,OU,,,,,AT,,,,
"POINT (-46.623532 -23.545431)",,D011100176,01210,,95,,2011/01/21,1617,4,D,,12,264,,,10000000000000000,0100,CT,10,0120,01210,,DPR3048,AU,,,,,AT,,,,
"POINT (-46.62521 -23.524649)",,D011100177,05567,,800,,2011/01/25,0420,2,D,,12,305,,,20000000000000000,0100,CT,05,0120,05567,,DJB8433,AU,CST5437,AU,,,CT,,,,
"POINT (-46.623559 -23.54432)",,D011100178,07786,,353,,2011/01/28,0535,4,D,,12,327,C,,01000000000000000,0200,CT,10,0120,07786,,CWW0192,MO,,,,,AT,,,,
"POINT (-46.62942 -23.525831)",,D011100179,18993,,1284,,2011/01/28,1628,2,D,,12,340,B,,01000000000100000,0100,CT,09,0120,18993,,DRW2906,CM,CWA9840,MO,,,CO,,,,
"POINT (-46.625496 -23.520562)",,D011100180,27420,,,NC,2011/01/12,1600,2,D,,12,345,,,11000000000000000,0100,TT,47,0120,05567,,EIE7967,MO,EMJ5358,AU,,,CT,,,,
"POINT (-46.61696 -23.540701)",,D011100181,13967,,72,,2011/01/28,1534,4,D,,12,338,B,,00100000000000000,0100,CT,10,0120,13967,,DJC2541,ON,,,,,AT,,,,
"POINT (-46.625123 -23.522302)",,D011100182,05567,,1050,,2011/01/24,1217,2,D,,12,282,B,,20000000000000000,0200,CT,05,0121,05567,,EMV1427,AU,HNA3681,AU,,,CO,,,,
"POINT (-46.648318 -23.543728)",,D011100183,09648,,400,,2011/01/03,1530,2,D,,77,40,,,10000000000100000,0100,HG,26,0122,09648,,DQB1282,CM,ELH8753,AU,,,CH,,,,
"POINT (-46.642351 -23.536425)",,D011100184,17115,04659,,,2011/01/04,1547,2,D,,77,67,,,10001000000000000,0100,HG,,0122,04659,17115,CDV7908,AU,,BI,,,CL,,,,
"POINT (-46.647536 -23.541722)",,D011100185,05431,,,NC,2011/01/05,1715,2,D,,77,100,,,11000000000000000,0100,HG,70,0122,33667,,ECP6242,MO,DYF3864,AU,,,CO,,,,
"POINT (-46.64872 -23.538624)",,D011100186,10101,01162,,,2011/01/09,2130,4,D,,77,156,,,01000000000000000,0200,HG,26,0122,01162,10101,EFE7792,MO,,,,,AT,,,,
"POINT (-46.649846 -23.534927)",,D011100187,14750,19862,,,2011/01/11,1935,4,D,,77,179,,,10000000000000000,0100,HG,70,0122,14750,19862,DRD4442,AU,,,,,AT,,,,
"POINT (-46.651949 -23.544521)",,D011100188,19587,,93,,2011/01/12,1845,2,D,,77,199,,,00000000000000001,0500,HG,11,0122,19587,,SI,CO,,,,,QF,,,,
"POINT (-46.64748 -23.529506)",,D011100189,17115,06263,,,2011/01/14,1424,4,D,,77,240,,,00000001000000000,0100,HG,70,0122,06263,32551,ECT7718,OU,,,,,AT,,,,
"POINT (-46.643816 -23.534656)",,D011100190,17115,08656,,,2011/01/15,1000,2,D,,77,258,,,10000000000000000,0100,HG,,0122,08656,17115,EBL5661,AU,,,,,CH,,,,
"POINT EMPTY",,D011100192,05431,05797,,,2011/01/17,1215,2,D,,77,302,C,,11000000000000000,0100,HG,,0122,05431,05797,EJP1620,MO,DSS1153,AU,,,CL,,,,
"POINT (-46.650883 -23.536654)",,D011100193,10101,,1915,,2011/01/20,1425,2,D,,77,365,,,11000000000000000,0100,CT,67,0123,10101,,EGY4307,MO,ASF9714,AU,,,CT,,,,
"POINT (-46.652935 -23.535508)",,D011100194,10101,,2167,,2011/01/22,1740,4,D,,77,401,,,10000000000000000,0100,CT,67,0123,10101,,EEF4176,AU,,,,,AT,,,,
"POINT (-46.64776 -23.546343)",,D011100195,05431,,126,,2011/01/24,1435,2,D,,77,427,,,21000000000000000,0100,HG,70,0123,33667,,DZQ0694,MO,DTD7819,AU,EMY1363,AU,SI,,,,
"POINT (-46.644752 -23.545546)",,D011100196,18102,02115,,,2011/01/24,1500,2,D,,77,428,,,11000000000000000,0100,HG,,0123,02115,18102,EQR0065,MO,EFW1526,AU,,,SI,,,,
"POINT (-46.644435 -23.533554)",,D011100197,08023,17115,,,2011/01/26,1400,2,D,,77,461,C,,11000000000000000,0100,HG,,0123,08023,17115,DVW0974,MO,DDS0483,AU,,,CL,,,,
"POINT (-46.647536 -23.541722)",,D011100198,05431,,,PXAV ANGELICA,2011/01/27,1724,2,D,,77,484,B,,11000000000000000,0100,HG,70,0123,33667,,DZR0739,MO,DQN8977,AU,,,CT,,,,
"POINT (-46.648907 -23.534323)",,D011100199,14750,04012,,,2011/01/28,0730,2,D,,77,499,C,,11000000000000000,0200,HG,70,0123,04012,14750,APL3134,MO,EHX9634,AU,,,CL,,,,
"POINT (-46.64686 -23.538533)",,D011100200,10101,,1452,,2011/01/30,0001,4,D,,77,536,,,10000000000000000,0100,CT,67,0123,10101,,DLM9808,AU,,,,,AT,,,,
"POINT (-46.657706 -23.532675)",,D011100201,14947,07685,,,2011/01/31,0920,2,D,,77,559,,,20000000000000000,0100,HG,70,0123,07685,14947,GUY5713,AU,EFU7217,AU,,,CL,,,,
"POINT (-46.645359 -23.542307)",,D011100203,03231,,420,,2011/01/28,1201,4,D,,77,505,,,10000000000000000,0100,HG,67,0124,03231,,SI,AU,,,,,AT,,,,
"POINT (-46.661684 -23.575278)",,D011100204,19544,08815,,,2011/01/11,1030,2,D,,78,03,,,20000000000000000,0100,PA,44,0125,08815,19544,EJK6056,AU,DEZ6024,AU,,,CO,,,,
"POINT (-46.670823 -23.56499)",,D011100205,06651,03034,,,2011/01/02,2146,2,D,,78,26,,,11000000000000000,0100,PA,44,0125,06651,44095,CBX8318,MO,EMF2334,AU,,,SI,,,,
"POINT (-46.661817 -23.578745)",,D011100206,03581,,46,,2011/01/02,2343,2,D,,78,27,,,00100000000000000,0200,JD,63,0125,03581,,DYX8952,ON,,,,,CH,,,,
"POINT (-46.67188 -23.569327)",,D011100207,03581,05175,,,2011/01/03,0252,2,D,,78,28,,,20000000000000000,0200,JD,44,0125,03581,05175,CDC0226,AU,CRD9553,AU,,,CT,,,,
"POINT (-46.667066 -23.574062)",,D011100208,03581,14804,,,2011/01/10,1520,4,D,,78,156,,,01000000000000000,0100,JD,44,0125,03581,14804,DNF2352,MO,,,,,AT,,,,
"POINT (-46.671981 -23.569402)",,D011100209,05175,03581,,,2011/01/10,1800,2,D,,78,162,,,20000000000000000,0100,JD,44,0125,03581,05175,SI,AU,CRL2244,AU,,,CH,,,,
"POINT (-46.673245 -23.563312)",,D011100210,06651,,2100,,2011/01/11,0030,2,D,,78,216,,,11000000000000000,0100,JD,44,0125,06651,,DOH5964,MO,CNA2803,AU,,,CL,,,,
"POINT (-46.675673 -23.566004)",,D011100212,03581,02483,,,2011/01/16,0405,2,D,,78,271,,,10000000000100000,0100,JD,44,0125,02484,03581,DYF2423,AU,DMI2555,CM,,,CT,,,,
"POINT (-46.670046 -23.564139)",,D011100213,03034,,2302,,2011/01/14,1530,2,D,,78,308,,,11000000000000000,0100,JD,26,0125,03034,,EJR5818,MO,IRF4959,AU,,,CO,,,,
"POINT (-46.654225 -23.564854)",,D011100214,17791,,1222,,2011/01/18,2304,4,D,,78,319,,,10000000000000000,0100,PA,17,0125,17791,,EEY1409,AU,,,,,AT,,,,
"POINT (-46.674538 -23.567133)",,D011100215,03581,,1837,,2011/01/21,1333,2,D,,78,376,,,11000000000000000,0100,JD,63,0126,03581,,EHK1554,MO,DIM0757,AU,,,CT,,,,
"POINT (-46.661037 -23.574698)",,D011100216,19544,18798,,,2011/01/21,1315,2,D,,78,377,,,20000000000000000,0100,PA,,0126,18798,19544,DTD4838,AU,CYS4840,AU,,,SI,,,,
"POINT (-46.658154 -23.566373)",,D011100217,14804,07306,,,2011/01/23,0610,2,D,,78,397,,,10000000000000000,0100,PA,44,0126,07306,14804,BPM3529,AU,,,,,CH,,,,
"POINT (-46.644521 -23.571335)",,D011100218,15656,,,NC,2011/01/14,1810,4,D,,78,418,,,00000000000000010,0100,PA,07,0126,15656,,SI,SI,,,,,AT,,,,
"POINT (-46.666988 -23.566483)",,D011100219,10362,04160,,,2011/01/24,2315,2,D,,78,424,,,20000000000000000,0100,JD,44,0126,04160,10362,LRX1444,AU,DQQ8551,AU,,,CL,,,,
"POINT (-46.657975 -23.561799)",,D011100220,16028,17791,,,2011/01/25,1256,2,D,,78,429,,,01000000000100000,0100,PA,44,0126,16028,17791,EKI8256,MO,FWE9995,CM,,,CO,,,,
"POINT (-46.670906 -23.561424)",,D011100221,15114,13795,,,2011/01/25,1648,2,D,,78,434,,,11000000000000000,0200,JD,44,0126,13795,15114,EGY6288,MO,DCE1548,AU,,,CO,,,,
"POINT (-46.656959 -23.575335)",,D011100222,12165,,3421,,2011/01/27,1430,2,D,,78,482,,,11000000000000000,0100,CT,07,0126,12165,,BYZ2078,MO,EBF1160,AU,,,CO,,,,
"POINT (-46.659822 -23.55814)",,D011100223,15656,,2100,,2011/01/29,1630,4,D,,78,532,,,10000000000000000,0100,PA,07,0126,15656,,DSC6153,AU,,,,,AT,,,,
"POINT (-46.675673 -23.566004)",,D011100224,03581,02483,,,2011/01/30,0920,2,D,,78,541,,,20000000000000000,0100,JD,44,0126,02484,03581,DOR2021,AU,CPA2773,AU,,,SI,,,,
"POINT (-46.666639 -23.574611)",,D011100225,03581,,703,,2011/01/31,1545,2,D,,78,570,,,11000000000000000,0100,JD,63,0126,03581,,DUZ4428,MO,DUA6327,AU,,,CO,,,,
"POINT (-46.650955 -23.601923)",,D011100227,17478,26501,,,2011/01/02,1040,2,D,,16,25,,,00000000200000000,0700,VM,,0200,17478,26501,DJB5871,MC,DTG0925,MC,,,CO,,,,
"POINT (-46.636762 -23.604057)",,D011100228,09715,12242,,,2011/01/02,2240,4,D,,16,32,,,10000000000000000,0100,VM,79,0200,04224,09715,CAM1715,AU,,,,,AT,,,,
"POINT (-46.638787 -23.617712)",,D011100229,09715,,1513,,2011/01/03,0819,2,D,,16,41,,,11000000000000000,0200,VM,79,0200,09715,,DZU3321,MO,GTI5652,AU,,,SI,,,,
"POINT (-46.639857 -23.601516)",,D011100230,15025,16609,,,2011/01/04,1253,2,D,,16,84,B,,20000000000000000,0100,VM,79,0200,15025,16609,DLF8188,AU,EGP1705,AU,,,CO,,,,
"POINT (-46.636783 -23.602774)",,D011100231,00833,06013,,,2011/01/08,1634,2,D,,16,212,C,,11000000000000000,0200,VM,79,0200,00833,06013,DYV2122,MO,EBW1015,AU,,,CT,,,,
"POINT (-46.636836 -23.598359)",,D011100232,06013,,2500,,2011/01/10,0102,2,D,,16,243,,,01000000000100000,0200,VM,92,0200,06013,,DZR9378,MO,DHZ6060,CM,,,CO,,,,
"POINT (-46.635333 -23.590877)",,D011100233,00263,06013,,,2011/01/11,0212,2,D,,16,284,B,,10000000000100000,0200,VM,92,0200,00263,06013,EEI1080,CM,EIT8026,AU,,,CO,,,,
"POINT (-46.626038 -23.604021)",,D011100235,17083,,3300,,2011/01/12,1900,2,D,,16,356,,,11000000000000000,0100,IP,37,0200,17083,,EIE3988,MO,EBV1421,AU,,,SI,,,,
"POINT (-46.63649 -23.600748)",,D011100238,06013,,2329,,2011/01/14,1245,2,D,,16,420,,,02000000000000000,0200,VM,92,0200,06013,,BYZ1452,MO,EQE0963,MO,,,SI,,,,
"POINT (-46.637898 -23.593329)",,D011100239,17991,12535,,,2011/01/15,0112,4,D,,16,427,,,01000000000000000,0200,VM,92,0200,12535,17991,DZS4537,MO,,,,,AT,,,,
"POINT (-46.636444 -23.595562)",,D011100240,06013,,2197,,2011/01/15,0200,2,D,,16,429,,,30000000000000000,0100,VM,92,0200,06013,,EMR6194,AU,DLU9513,AU,DTA8199,AU,CO,,,,
"POINT (-46.6204 -23.58971)",,D011100241,17083,,1500,,2011/01/20,1005,2,D,,16,453,,,11000000000000000,0100,IP,37,0200,17083,,DEK5934,MO,SI,AU,,,CT,,,,
"POINT (-46.64198 -23.602739)",,D011100242,19128,00833,,,2011/01/16,1043,4,D,,16,460,,,10000000000000000,0100,VM,79,0200,00833,19128,CHC3467,AU,,,,,AT,,,,
"POINT (-46.635027 -23.593898)",,D011100243,00263,,345,,2011/01/16,1600,2,D,,16,464,,,11000000000000000,0100,IP,21,0200,00263,,EIE3071,MO,DCV2404,AU,,,SI,,,,
"POINT (-46.645337 -23.59816)",,D011100244,15223,15914,,,2011/01/17,0810,4,D,,16,479,,,10000000000000000,0100,VM,92,0200,15223,15914,EFU3661,AU,,,,,AT,,,,
"POINT (-46.648326 -23.595235)",,D011100245,05902,,1186,,2011/01/21,0819,2,D,,16,630,,,11000000000000000,0200,VM,92,0202,05902,,NBB1776,MO,ECT6184,AU,,,SI,,,,
"POINT (-46.643618 -23.616523)",,D011100246,26501,00251,,,2011/01/21,1910,2,D,,16,642,,,20000000000000000,0100,VM,79,0202,00251,26501,DLP7478,AU,EST0712,AU,,,CO,,,,
"POINT (-46.637956 -23.59712)",,D011100247,03502,,536,,2011/01/22,0400,2,D,,16,643,,,11000000000000000,0100,IB,92,0202,03502,,DZP7578,MO,CSF5127,AU,,,SI,,,,
"POINT (-46.648874 -23.594028)",,D011100248,10900,06644,,,2011/01/22,1700,4,D,,16,664,,,10000000000000000,0100,VM,92,0202,06644,10900,KDL3037,AU,,,,,AT,,,,
"POINT (-46.641201 -23.597219)",,D011100249,03502,13580,,,2011/01/23,1425,2,D,,16,683,,,30000000000000000,0200,VM,92,0202,03502,13580,EFB8491,AU,EKK6865,AU,EMV8878,AU,CO,,,,
"POINT (-46.625561 -23.599847)",,D011100250,11958,,22,,2011/01/25,0027,2,D,,16,714,,,11000000000000000,0100,VM,92,0202,11958,,DJI6388,MO,DDB8646,AU,,,CT,,,,
"POINT (-46.644802 -23.620838)",,D011100251,16200,,1850,,2011/01/26,0759,2,D,,16,731,,,01010000000000000,0100,IB,24,0202,16200,,DJS8835,MO,EBB4907,CA,,,SI,,,,
"POINT (-46.628177 -23.623751)",,D011100252,00066,,2115,,2011/01/26,1220,2,D,,16,737,,,11000000000000000,0100,IP,79,0202,00066,,CDS5697,MO,DYB9676,AU,,,CO,,,,
"POINT (-46.650323 -23.592381)",,D011100253,17478,,,"KM6,3",2011/01/27,0855,2,D,,16,763,,,11000000000000000,0100,VM,00,0202,19764,,LVA5808,MO,EMJ6220,AU,,,CT,,,,
"POINT (-46.724743 -23.6004)",,D011100254,11082,,1845,,2011/01/28,1320,2,D,,16,817,,,11000000000000000,0100,CL,13,0202,11082,,DOB2427,MO,ARA0889,AU,,,CL,,,,
"POINT (-46.639112 -23.619158)",,D011100255,09715,,1673,,2011/01/29,0315,2,D,,16,844,,,20000000000000000,0200,VM,79,0203,09715,,DWL6020,AU,GUP5278,AU,,,CO,,,,
"POINT (-46.640829 -23.61916)",,D011100256,05754,,46,,2011/01/31,1230,4,D,,16,897,,,01000000000000000,0200,VM,79,0203,05754,,DHG8052,MO,,,,,AT,,,,
"POINT (-46.610613 -23.577031)",,D011100257,14211,,,PXR.AZIRA ASSAD,2011/01/04,0123,2,D,,17,41,,,20000000000000000,0200,IP,33,0204,02674,,DJB4204,AU,AGA2349,AU,,,CL,,,,
"POINT (-46.607192 -23.589575)",,D011100258,14245,03454,,,2011/01/08,0138,2,D,,17,117,,,20000000000000000,0200,IP,33,0204,03454,14245,KND2839,AU,DTD4258,AU,,,CO,,,,
"POINT (-46.606342 -23.575906)",,D011100259,07105,04963,,,2011/01/10,1830,2,D,,17,160,,,20000000000000000,0100,IP,33,0204,04963,07105,FIU1954,AU,DRN9968,AU,,,CF,,,,
"POINT (-46.599986 -23.591381)",,D011100260,12611,11688,,,2011/01/10,1730,2,D,,17,161,,,21000000000000000,0100,IP,33,0204,11688,12611,DNA5458,AU,DRY9967,MO,DWO0017,AU,CL,,,,
"POINT (-46.605833 -23.593104)",,D011100261,05144,05421,,,2011/01/11,1612,2,D,,17,178,,,11000000000000000,0100,IP,33,0204,05144,05421,BVF0320,MO,DAI0823,AU,,,SI,,,,
"POINT (-46.605777 -23.569804)",,D011100262,06642,05438,,,2011/01/15,1934,2,D,,17,249,,,11000000000000000,0100,MO,14,0204,05438,06642,DZI9963,AU,CMS1458,MO,,,SI,,,,
"POINT (-46.547149 -23.56748)",,D011100264,14445,,1866,,2011/01/20,1031,4,D,,17,329,,,10000000000000000,0100,MO,46,0204,14445,,GTI6649,AU,,,,,AT,,,,
"POINT (-46.611997 -23.56328)",,D011100265,06642,,6138,,2011/01/21,1030,2,D,,17,345,,,11000000000000000,0100,CT,09,0205,06642,,EMD1792,AU,DCR2292,MO,,,CO,,,,
"POINT (-46.598363 -23.586579)",,D011100266,11379,06642,,,2011/01/22,1425,2,D,,17,372,,,00010000000000000,0100,MO,33,0205,10648,11379,SI,CA,,,,,QF,,,,
"POINT (-46.601143 -23.592734)",,D011100267,05144,18172,,,2011/01/28,1000,4,D,,17,3456,,,10000000000000000,0100,IP,33,0205,05144,18172,EMN6607,AU,,,,,AT,,,,
"POINT (-46.607831 -23.589698)",,D011100268,14245,,668,,2011/01/30,1130,2,D,,17,482,,,11000000000000000,0200,IP,18,0205,14245,,EMJ0035,AU,BSP9930,MO,,,CO,,,,
"POINT (-46.59937 -23.582263)",,D011100270,06642,15609,,,2011/01/16,1930,2,D,,17,900006,,,11000000000000000,0100,IP,33,0205,06642,15609,EFH0329,MO,BLU8471,AU,,,CO,,,,
"POINT (-46.610734 -23.577221)",,D011100271,14211,,,PXPORTAO PQ PUB,2011/01/25,0300,2,D,,17,900008,,,10000000000000000,0200,IP,33,0205,14211,,BGB5642,AU,,,,,CH,,,,
"POINT (-46.607321 -23.624254)",,D011100273,14710,,816,,2011/01/04,1253,4,D,,26,44,,,00000001000000000,0100,IP,69,0206,14710,,DJB1027,OU,,,,,AT,,,,
"POINT (-46.611117 -23.620473)",,D011100274,43154,21529,,,2011/01/13,0121,2,D,,26,174,,,20000000000000000,0100,IP,27,0206,21529,43154,DOD0949,AU,KCJ8856,AU,,,CO,,,,
"POINT (-46.607699 -23.622422)",,D011100276,14710,,613,,2011/01/21,1624,2,D,,26,300,,,11000000000000000,0100,IP,69,0206,14710,,DYW7741,MO,CMH8821,AU,,,CO,,,,
"POINT (-46.608658 -23.614466)",,D011100277,43154,,1100,,2011/01/22,2150,2,D,,26,315,,,11000000000000000,0200,IP,18,0206,43154,,DVW1347,MO,DZE8233,AU,,,SI,,,,
"POINT (-46.598348 -23.634246)",,D011100278,03273,,420,,2011/01/24,2130,2,D,,26,339,,,01000000000000000,0200,IP,69,0206,03273,,DCJ0995,MO,,,,,SI,,,,
"POINT (-46.605784 -23.634876)",,D011100279,02223,21246,,,2011/01/31,1515,4,D,,26,434,,,10000000000000000,0200,IP,69,0206,02223,21246,BME7525,AU,,,,,AT,,,,
"POINT (-46.666998 -23.608378)",,D011100280,08944,,2900,,2011/01/01,1740,2,D,,27,06,,,11000000000000000,0100,IB,53,0207,08944,,CBN1116,AU,DGM6150,MO,,,CO,,,,
"POINT (-46.661246 -23.62389)",,D011100281,19931,,7000,,2011/01/03,0700,2,D,,27,26,,,30000000000000000,0100,SA,30,0207,19764,,EML5947,AU,DYH7109,AU,DTC0846,AU,SI,,,,
"POINT (-46.656309 -23.635628)",,D011100282,19619,,82,,2011/01/07,1953,2,D,,27,130,,,11000000000000000,0100,VM,30,0207,19619,,HAL1939,AU,DZQ9655,MO,,,SI,,,,
"POINT (-46.67148 -23.63759)",,D011100283,19931,04596,,,2011/01/08,1200,2,D,,27,146,,,10000000000000000,0100,SA,15,0207,04596,19931,GOZ7693,AU,,,,,SI,,,,
"POINT (-46.67148 -23.63759)",,D011100284,19931,04596,,,2011/01/09,0620,2,D,,27,155,,,30000000000100000,0200,SA,15,0207,04596,19931,DVT3345,AU,DAY8395,AU,BGI3095,CM,CO,,,,
"POINT (-46.672805 -23.644108)",,D011100285,19931,26500,,,2011/01/09,2220,2,D,,27,173,,,11000000000000000,0100,SA,72,0207,19931,26500,DMZ1248,AU,DJT1485,MO,,,SI,,,,
"POINT (-46.675014 -23.61548)",,D011100286,17518,19179,,,2011/01/11,1210,4,D,,27,209,,,10000000000000000,0100,SA,15,0208,17518,19179,DCH9214,AU,,,,,AT,,,,
"POINT (-46.647688 -23.635119)",,D011100287,15887,,492,,2011/01/12,0600,2,D,,27,230,,,10000000000000000,0500,VM,30,0208,15887,,AHO1113,AU,,,,,CH,,,,
"POINT (-46.669757 -23.628212)",,D011100288,22399,04585,,,2011/01/15,0533,2,D,,27,293,,,31000000000000000,0100,SA,15,0208,04585,22399,BZY3488,AU,DIS7295,AU,EML2993,AU,CO,,,,
"POINT (-46.670521 -23.620535)",,D011100289,10076,,1100,,2011/01/17,0730,2,D,,27,333,,,11000000000000000,0100,SA,15,0208,10076,,DZU8730,MO,DRR6661,AU,,,CL,,,,
"POINT (-46.666525 -23.607872)",,D011100290,08944,,2822,,2011/01/17,1251,2,D,,27,346,C,,21000000000000000,0100,IB,53,0208,08944,,EQY9545,AU,DIO7835,AU,DZP3494,MO,CO,,,,
"POINT (-46.668793 -23.633566)",,D011100291,19931,31498,,,2011/01/19,0010,2,D,,27,394,B,,12000000000000000,0100,SA,15,0208,19931,31498,DSM8695,AU,EJN1393,MO,DGT9915,MO,CO,,,,
"POINT (-46.674146 -23.629166)",,D011100292,31498,17181,,,2011/01/19,1508,2,D,,27,405,,,11000000000000000,0100,SA,15,0209,17181,31498,DRZ8779,MO,DYA8942,AU,,,CO,,,,
"POINT EMPTY",,D011100293,31498,22399,,,2011/01/19,1940,2,D,,27,409,,,20000000000000000,0100,SA,15,0209,22399,31498,CAQ6268,AU,EMF8814,AU,,,CO,,,,
"POINT (-46.680077 -23.634041)",,D011100296,26500,,1100,,2011/01/20,0807,4,D,,27,415,,,01000000000000000,0100,SA,30,0209,26500,,BPS0365,MO,,,,,AT,,,,
"POINT (-46.666765 -23.615616)",,D011100297,19100,,3403,,2011/01/11,0845,2,D,,27,448,,,11000000000000000,0100,PB,24,0209,19100,,DXQ2926,AU,DJK3445,MO,,,CL,,,,
"POINT (-46.673811 -23.616002)",,D011100298,10918,,3727,,2011/01/21,1400,4,D,,27,458,,,00000001000000000,0100,SA,15,0209,08944,,DTB7603,OU,,,,,AT,,,,
"POINT (-46.666401 -23.608083)",,D011100299,08944,09309,,,2011/01/21,1604,4,D,,27,460,,,01000000000000000,0100,SA,53,0209,08944,15797,MHJ3842,MO,,,,,AT,,,,
"POINT (-46.670665 -23.617507)",,D011100300,16675,14226,,,2011/01/21,1900,2,D,,27,467,,,10000000000100000,0200,SA,15,0209,14226,16675,EBC2502,CM,ANY2249,AU,,,CO,,,,
"POINT (-46.668667 -23.628649)",,D011100301,18640,,08,,2011/01/23,0359,4,D,,27,483,,,10000000000000000,0100,VM,30,0209,18640,,DCA2058,AU,,,,,AT,,,,
"POINT (-46.659449 -23.614651)",,D011100302,35829,,1000,,2011/01/23,2318,2,D,,27,493,,,01000000000000000,0100,VM,24,0210,19764,,DGM8472,MO,,,,,SI,,,,
"POINT (-46.675548 -23.630661)",,D011100303,17181,10586,,,2011/01/24,1600,2,D,,27,512,,,11000000000000000,0100,SA,15,0210,10586,17181,BFM2778,AU,DUW5969,MO,,,CT,,,,
"POINT (-46.682491 -23.619213)",,D011100304,31498,00999,,,2011/01/28,0000,2,D,,27,596,,,10000000100000000,0100,SA,34,0210,00999,31498,LQD1091,MC,EAS7736,AU,,,CO,,,,
"POINT (-46.655193 -23.610102)",,D011100305,35829,09880,,,2011/01/28,1924,2,D,,27,619,C,,11000000000000000,0100,IB,53,0210,09880,35829,EUF3532,AU,DRZ8390,MO,,,CO,,,,
"POINT (-46.649653 -23.621348)",,D011100306,04676,,1350,,2011/01/28,2233,2,D,,27,624,C,,11000000000000000,0100,VM,79,0210,04676,,CSJ8023,AU,DZO2279,MO,,,CO,,,,
